sentence_id,transcript_id,timestamp,speaker,sentence
7234,EN2009d,01:15:31,Speaker B,. Right. Yeah.
7235,EN2009d,01:15:33,Speaker D,Yeah. Yeah I will.
7236,EN2009d,01:15:36,Speaker B,"So I'm right. Uh that that that's great. I I'd before we break up for lunch I just wanna make sure that tha that I know how long it's gonna be before we're in run mode, okay. So the sound thing the sound thing is stands in our way, we need to be recording sound online. Okay. So that's a thing that has to be solved. The shape thing is solved."
7237,EN2009d,01:15:50,Speaker A,"Oh, so the spec to the other conversation, yeah."
7238,EN2009d,01:16:03,Speaker A,"Yeah, that's that's solved now. Yeah, test. We have to test."
7239,EN2009d,01:16:07,Speaker B,"We believe. Right. So that's that that that should be done this week. Um in fact like tomorrow for example. Um the shape all the shape problems are solved. Generating shapes, no problem. Um scoring shape overlap, no problem. Nothing is problem there. There are no visual display problems."
7240,EN2009d,01:16:27,Speaker A,"Well you don't have your models, or do you?"
7241,EN2009d,01:16:38,Speaker B,"Yeah, they had their"
7242,EN2009d,01:16:40,Speaker B,They had their inspection last week. Um J_P_ staggered away from it and
7243,EN2009d,01:17:07,Speaker A,"Yeah. Well, uh anything you actually need fixed."
7244,EN2009d,01:17:15,Speaker A,"Joe doesn't live here anymore, right? So"
7245,EN2009d,01:17:21,Speaker A,"Well, i but he wasn't gonna be booking any time to us after the thirty first of October. So um"
7246,EN2009d,01:17:29,Speaker A,"that that means that any bugs that need fixed are now Craig's responsibility, right? You don't know have any change on that, right?"
7247,EN2009d,01:17:34,Speaker D,Okay. Fair enough.
7248,EN2009d,01:17:38,Speaker A,"'Cause he that's what he said to us originally. So I would assume, you know, no more contact with Joe. It's not fair to get work out of somebody for free. So you know, ask Craig instead."
7249,EN2009d,01:17:38,Speaker B,Um I haven't I haven't had any discussions with him since.
7250,EN2009d,01:17:51,Speaker B,"Well, he's ph he's physically here. If we want to pay him for some more time we can do that. Would that be a just better use of our time in get"
7251,EN2009d,01:17:57,Speaker A,I don't think
7252,EN2009d,01:18:03,Speaker A,Well w he wasn't paid in advance. He's being paid in arrears. So it doesn't matter.
7253,EN2009d,01:18:11,Speaker A,Uh I think it's
7254,EN2009d,01:18:11,Speaker B,But m he he he is around and I believe. And if if the if i if it's a
7255,EN2009d,01:18:15,Speaker A,"I think it's better to have all the software. I mean it's not big things, it's just maintenance at this program at this point and"
7256,EN2009d,01:18:21,Speaker B,"Right. But if um if everybody has a lot to do and, you know, Joe could give it a couple of hours, which i is what it might take just to fix it, then let's do it because starting run-time is now getting to be fairly urgent."
7257,EN2009d,01:18:31,Speaker A,"Yeah. I if he can give it, you know, like because the problem is you gotta have an immediately when you discover a bug in that. And we can make Craig shift all his other priorities to do this 'cause we bought him. Right. Yeah. So it's a kinder way. It yeah."
7258,EN2009d,01:18:40,Speaker B,"Right. Right. But we can't we can't make Joe do this ec alright, so there's uh some trade-off between availability and speed from start to finish, given that this is somebody else's code. So you know."
7259,EN2009d,01:18:49,Speaker A,Yeah. But it sounds like you don't think there's anything that actually needs fixed at the moment. Because w we only need this to work well enough that you can use it for something and you got work rats. So
7260,EN2009d,01:18:51,Speaker D,Well yeah. Yeah.
7261,EN2009d,01:18:57,Speaker B,"Right, so we're we're b we're building models. Right. We're we um"
7262,EN2009d,01:19:00,Speaker A,And how many models do you need to completion? And how long does that take?
7263,EN2009d,01:19:04,Speaker B,We have the design somewhere.
7264,EN2009d,01:19:08,Speaker A,And you got
7265,EN2009d,01:19:12,Speaker A,And you know about complexity?
7266,EN2009d,01:19:16,Speaker A,You're waiting on Marloes.
7267,EN2009d,01:19:24,Speaker A,"You can cold call her today, this afternoon."
7268,EN2009d,01:19:29,Speaker B,Yeah. I think so. 'Cause um I have to check back with
7269,EN2009d,01:19:35,Speaker B,"with J_P_ fairly soon. Okay, he wanted to kn um"
7270,EN2009d,01:19:40,Speaker B,"The eighteen the next eighteen month plan, great. Deliverables, great. Progress with the experiment, well that's what we're doing now. Okay. So what do we think, if you have a fairly hectic week, are we looking for subjects next week?"
7271,EN2009d,01:19:59,Speaker B,"Ads go up. Yeah, I do. I do. But I think ad should probably go up this week. We want people for n for next week. Is that okay? Is anybody now terrified at the thought that we're live next week? There are people coming in here one after another. Or p two two after two, more likely. Yeah. Yeah. Okay, is the is this is this generalised is this generalised anxiety, Robin? Or do you have a specific thing that okay. So aside from the usual angst which we all suffer when we go live. So we w we wanna do some piloting at the end of the week?"
7272,EN2009d,01:20:17,Speaker A,That's her job. Come on.
7273,EN2009d,01:20:36,Speaker D,"Yep. Yeah. So we'll we'll get we'll get the get the audio stuff tested, you know, single microphones. Um yeah. Get that tested next couple days and I assu I assume that's not something you need me for t in terms of that."
7274,EN2009d,01:20:54,Speaker B,Right. She's using but she's actually relaxed that somewhat. Yeah.
7275,EN2009d,01:21:17,Speaker B,"Ostensibly booked time, which isn't"
7276,EN2009d,01:21:20,Speaker A,So you can dash in there for half an hour at a time? Doesn't sound very useful for you.
7277,EN2009d,01:21:26,Speaker A,"Uh-huh. Okay, well. You guys sort it out."
7278,EN2009d,01:21:28,Speaker B,"Okay. We've but we have we have a solid booking for all the mornings anyway. Right? And l except by permission of us, alright. We own it. Um so we can change that. I mean they everybody acknowledged the the other week that we that we had priority. Oh yeah. Yeah, yeah, yeah. Oh yeah, yeah. Oh yeah, yeah. Don't worry. Um there's there's a booking system, right. So it's public what's booked and what isn't."
7279,EN2009d,01:21:43,Speaker A,"Right, but it would be kind to tell her ahead of time which of your morning sessions you're bumped. Yeah."
7280,EN2009d,01:21:54,Speaker A,Mm-hmm. I thought that was the problem that your mornings weren't sliced off on the booking system.
7281,EN2009d,01:22:02,Speaker B,"Alright, maybe w should get on there and book mornings as far as the eye can see. Alright. Uh-huh. Yeah, just a well we think we spoke to all the people who who used those facilities the other day. But we could be wrong. So"
7282,EN2009d,01:22:08,Speaker A,"'Cause you know, i if you're sa told use the booking system"
7283,EN2009d,01:22:22,Speaker A,"Yeah. And what are the instr what are the people upstairs downstairs have um i you know, as rules about who you hand the keys to. 'Cause, you know, we like people to know to ground the oh I thought the the lending for the booking system Caroline."
7284,EN2009d,01:22:31,Speaker B,Um well the two key holders are here.
7285,EN2009d,01:22:36,Speaker B,Oh I see.
7286,EN2009d,01:22:39,Speaker B,From Caroline? Or the general office? The general office. I see.
7287,EN2009d,01:22:42,Speaker A,"See, 'cause you're supposed to uh have training in"
7288,EN2009d,01:22:45,Speaker B,"But no, they need a they need an account on this machine to actually to use it. They need account on these machines so that they could book. They couldn't actually log in. Mm-hmm. Okay. We're also working on a way of making sure that the matin that the machines return to zero state when they're when you come off them. because the it's the people have been leaving var um well, people have been leaving various bits of who knows what around on them, right, which which we think is what's critical."
7289,EN2009d,01:22:49,Speaker A,"Oh okay, so that's the safety. And you control those accounts. Oh okay, that's fair enough. Okay."
7290,EN2009d,01:23:03,Speaker A,"Uh-huh, yeah. That's safer. 'Cause then they learn the first time."
7291,EN2009d,01:23:21,Speaker A,"Yeah, yeah. Okay. I really have to get out of here. So um what else is important before you run?"
7292,EN2009d,01:23:30,Speaker B,"Um piloting piloting piloting. You have we have to build the things. We have to try the machi th things. We have to check them with Marloes and J_P_ that they like the representation, the variables, right. How about uh you have any time on Friday?"
7293,EN2009d,01:23:33,Speaker A,You got uh willing heads.
7294,EN2009d,01:23:46,Speaker A,"Oh, I don't think I brought my diary up. Uh but maybe. Why?"
7295,EN2009d,01:23:49,Speaker B,"I get a email back. Maybe you and I should be the pilot subjects. First pilot subjects, the ones who um know which questions we wanna ask. And then we should get another pair who are naive to the whole thing."
7296,EN2009d,01:24:06,Speaker B,"This is generalised floating anxiety. No no. It's it's it's wisdom. But yeah. Well um because actually we can I mean uh, you know, if we make comments, they feed back in a lo into the development."
7297,EN2009d,01:24:25,Speaker A,Hmm. So do you know what time of day you might want? 'Cause I should c I should check that.
7298,EN2009d,01:24:39,Speaker D,". You don't you don't need me involved in the pilot, do you. So well unle unless unless it's a bug report, yeah. I'll w yeah w I'll I'll I'll b I'll be around. But yeah, I'll make sure. But ho hopefully it will run smoothly and yeah, I can relax. So"
7299,EN2009d,01:24:44,Speaker A,You all have to b you'll have to be there to when it falls over.
7300,EN2009d,01:24:58,Speaker A,So that all sounds f good fun.
7301,EN2009d,01:25:13,Speaker A,"Well I can just leave you guys here, you know."
7302,ES2002a,00:00:55,Speaker B,"Um well this is the kick-off meeting for our our project. Um and um this is just what we're gonna be doing over the next twenty five minutes. Um so first of all, just to kind of make sure that we all know each other, I'm Laura and I'm the project manager. Do you want to introduce yourself again?"
7303,ES2002a,00:01:17,Speaker A,"Hi, I'm David and I'm supposed to be an industrial designer."
7304,ES2002a,00:01:21,Speaker D,And I'm Andrew and I'm uh our marketing
7305,ES2002a,00:01:25,Speaker C,Um I'm Craig and I'm User Interface.
7306,ES2002a,00:01:29,Speaker B,"Great. Okay. Um so we're designing a new remote control and um Oh I have to record who's here actually. So that's David, Andrew and Craig, isn't it?"
7307,ES2002a,00:01:44,Speaker B,And you all arrived on time.
7308,ES2002a,00:01:48,Speaker B,"Um yeah so des uh design a new remote control. Um, as you can see it's supposed to be original, trendy and user friendly. Um so that's kind of our our brief, as it were. Um and so there are three different stages to the design. Um I'm not really sure what what you guys have already received um in your emails. What did you get?"
7309,ES2002a,00:02:12,Speaker A,"Um, I just got the project announcement about what the project is. Designing a remote control. That's about it, didn't get anything else. Did you get the same thing?"
7310,ES2002a,00:02:18,Speaker D,"Mm-hmm. Yeah, that's that's it."
7311,ES2002a,00:02:19,Speaker B,Is that what everybody got? Okay. Um. So we're gonna have like individual work and then a meeting about it. And repeat that process three times. Um and at this point we get try out the whiteboard over there. Um. So uh you get to draw your favourite animal and sum up your favourite characteristics of it. So who would like to go first?
7312,ES2002a,00:02:46,Speaker D,I will go. That's fine.
7313,ES2002a,00:03:01,Speaker D,"This one here, right?"
7314,ES2002a,00:03:03,Speaker D,Okay. Very nice. Alright. My favourite animal
7315,ES2002a,00:03:31,Speaker D,"Um charac favourite characteristics of it? Is that right? Uh, right, well basically um high priority for any animal for me is that they be willing to take a lot of physical affection from their family. And, yeah that they have lots of personality and uh be fit and in robust good health. So this is blue. Blue beagle. My family's beagle."
7316,ES2002a,00:04:14,Speaker C,"Well, my favourite animal would be a monkey."
7317,ES2002a,00:04:27,Speaker C,"Then they're small cute and furry, and uh when planet of the apes becomes real, I'm gonna be up there with them."
7318,ES2002a,00:04:40,Speaker A,There's too much gear.
7319,ES2002a,00:04:45,Speaker B,"You can take as long over this as you like, because we haven't got an awful lot to discuss. Ok oh we do we do. Don't feel like you're in a rush, anyway."
7320,ES2002a,00:04:55,Speaker D,"I coulda told you a whole lot more about beagles. Boy, let me tell you."
7321,ES2002a,00:04:57,Speaker B,Ach why not We might have to get you up again then.
7322,ES2002a,00:05:00,Speaker B,I don't know what mine is. I'm gonna have to think on the spot now.
7323,ES2002a,00:05:11,Speaker B,Is that a whale?
7324,ES2002a,00:05:18,Speaker A,"Um, well anyway, I don't know, it's just the first animal I can think off the top of my head. Um. Yes. Big reason is 'cause I'm allergic to most animals. Allergic to animal fur, so um fish was a natural choice."
7325,ES2002a,00:05:31,Speaker A,"Um, yeah, and I kind of like whales. They come in and go eat everything in sight."
7326,ES2002a,00:05:38,Speaker A,And they're quite harmless and mild and interesting.
7327,ES2002a,00:05:42,Speaker B,"Okay. God, I still don't know what I'm gonna write about. Um."
7328,ES2002a,00:05:49,Speaker D,"Superb sketch, by the way."
7329,ES2002a,00:05:51,Speaker A,"Tail's a bit big, I think."
7330,ES2002a,00:05:54,Speaker B,I was gonna choose a dog as well. But I'll just draw a different kind of dog. M my favourite animal is my own dog at home. Um
7331,ES2002a,00:06:06,Speaker B,"That doesn't really look like him, actually."
7332,ES2002a,00:06:12,Speaker B,"He looks more like a pig, actually."
7333,ES2002a,00:06:18,Speaker D,I see a dog in there. Yep.
7334,ES2002a,00:06:19,Speaker B,Do you? Oh that's very good of you.
7335,ES2002a,00:06:22,Speaker D,Now I see a rooster.
7336,ES2002a,00:06:33,Speaker D,What kind is it?
7337,ES2002a,00:06:34,Speaker B,"Um he's a mixture of uh various things. Um and what do I like about him, um That's just to suggest that his tail wags. Um he's very friendly and cheery and always pleased to see you, and very kind of affectionate and um"
7338,ES2002a,00:06:53,Speaker B,uh and he's quite quite wee as well so you know he can doesn't take up too much space. Um
7339,ES2002a,00:07:05,Speaker B,"and uh And he does a funny thing where he chases his tail as well, which is quite amusing, so"
7340,ES2002a,00:07:11,Speaker D,Is he aware that th it's his own cha tail he's chasing?
7341,ES2002a,00:07:13,Speaker B,It is. I think it is. He only does it after he's had his dinner and um he'll just all of a sudden just get up and start chasing his tail 'round the living room.
7342,ES2002a,00:07:20,Speaker A,It's an after dinner dog then.
7343,ES2002a,00:07:23,Speaker B,"Yeah, so uh"
7344,ES2002a,00:07:24,Speaker D,Probably when he was little he got lots of attention for doing it and has forever been conditioned.
7345,ES2002a,00:07:28,Speaker B,"Maybe. Right, um where did you find this? Just down here? Yeah."
7346,ES2002a,00:07:38,Speaker B,Um what are we doing next? Uh um.
7347,ES2002a,00:07:45,Speaker B,"Okay, uh we now need to discuss the project finance. Um"
7348,ES2002a,00:07:52,Speaker B,"so according to the brief um we're gonna be selling this remote control for twenty five Euro, um and we're aiming to make fifty million Euro. Um so we're gonna be selling this on an international scale. And uh we don't want it to cost any more than uh twelve fifty Euros, so fifty percent of the selling price."
7349,ES2002a,00:08:16,Speaker D,"Um, can we just go over that again?"
7350,ES2002a,00:08:19,Speaker D,"Uh, so bas at twel Alright, yeah. Okay."
7351,ES2002a,00:08:25,Speaker D,"So cost like production cost is twelve fifty, but selling price is is that wholesale or retail? Like on the shelf."
7352,ES2002a,00:08:34,Speaker B,Um I dunno. I imagine That's a good question.
7353,ES2002a,00:08:38,Speaker D,"Our sale our sale anyway. Yeah, okay okay."
7354,ES2002a,00:08:39,Speaker B,I imagine it probably is our sale actually because it's probably up to the
7355,ES2002a,00:08:44,Speaker B,the um the retailer to uh sell it for whatever price they want. Um.
7356,ES2002a,00:08:51,Speaker B,"But I I don't know, I mean do you think the fact that it's going to be sold internationally will have a bearing on how we design it at all?"
7357,ES2002a,00:08:59,Speaker B,Think it will? Um.
7358,ES2002a,00:09:08,Speaker D,"Well right away I'm wondering if there's um th th uh, like with D_V_D_ players, if there are zones. Um f frequencies or something um as well as uh characters, um different uh keypad styles and s symbols."
7359,ES2002a,00:09:13,Speaker B,"Oh yeah, regions and stuff, yeah. Yeah. Okay."
7360,ES2002a,00:09:24,Speaker B,"Yeah. Well for a remote control, do you think that will be I suppose it's depends on how complicated our remote control is."
7361,ES2002a,00:09:28,Speaker D,I don't know.
7362,ES2002a,00:09:31,Speaker A,"It does make sense from maybe the design point of view 'cause you have more complicated characters like European languages, then you need more buttons."
7363,ES2002a,00:09:40,Speaker B,"Yeah, yeah. Okay."
7364,ES2002a,00:09:42,Speaker D,Yeah. And then a and then al the other thing international is on top of the price. I'm thinking
7365,ES2002a,00:09:50,Speaker D,"the price might might appeal to a certain market in one region, whereas in another it'll be different, so"
7366,ES2002a,00:09:57,Speaker B,"What, just like in terms of like the wealth of the country? Like how much money people have to spend on things like?"
7367,ES2002a,00:09:58,Speaker D,Just a chara just a characteristic of the
7368,ES2002a,00:10:02,Speaker D,"Or just like, basic product podi positioning, the twenty five Euro remote control might be a big hit in London, might not be such a big hit in Greece, who knows, something like that, yeah."
7369,ES2002a,00:10:15,Speaker B,"Aye, I see what you mean, yeah."
7370,ES2002a,00:10:18,Speaker B,"Marketing. Good marketing thoughts. Oh gosh, I should be writing all this down. Um."
7371,ES2002a,00:10:55,Speaker D,"Right away I'm making some kind of assumptions about what what information we're given here, thinking, 'kay trendy probably means something other than just basic, something other than just standard. Um"
7372,ES2002a,00:11:10,Speaker D,"so I'm wondering right away, is selling twenty five Euros, is that sort of the thi is this gonna to be like the premium product kinda thing or"
7373,ES2002a,00:11:16,Speaker B,"Yeah, yeah. Like how much does, you know, a remote control cost."
7374,ES2002a,00:11:21,Speaker B,"Well twenty five Euro, I mean that's um"
7375,ES2002a,00:11:24,Speaker B,"that's about like eighteen pounds or something, isn't it? Or no, is it as much as that? Sixteen seventeen eighteen pounds."
7376,ES2002a,00:11:31,Speaker D,"Yeah, I'd say so, yeah."
7377,ES2002a,00:11:32,Speaker B,"Um, I dunno, I've never bought a remote control, so I don't know how how good a remote control that would get you. Um."
7378,ES2002a,00:11:42,Speaker B,"But yeah, I suppose it has to look kind of cool and gimmicky."
7379,ES2002a,00:11:46,Speaker B,"Um right, okay."
7380,ES2002a,00:11:51,Speaker B,Let me just scoot on ahead here. Okay. Um well d Does anybody have anything to add to uh to the finance issue at all?
7381,ES2002a,00:12:02,Speaker D,Do we have any other background information on like how that compares to other
7382,ES2002a,00:12:06,Speaker B,"No, actually. That would be useful, though, wouldn't it, if you knew like what your money would get you now."
7383,ES2002a,00:12:33,Speaker D,"Yeah, interesting thing about discussing um production of a remote control for me is that l as you point out, I just don't think of remote controls as somethin something people consciously assess in their purchasing habits. It's just like getting shoelaces with shoes or something. It just comes along."
7384,ES2002a,00:12:52,Speaker B,"Five minutes to end of meeting. Oh, okay. We're a bit behind."
7385,ES2002a,00:12:56,Speaker D,"Do you know what I mean? Like so sort of like how do you I I mean one one way of looking at it would be, well the people producing television sets, maybe they have to buy remote controls. Or another way is maybe people who have T_V_ sets are really fed up with their remote control and they really want a better one or something."
7386,ES2002a,00:13:12,Speaker C,I know um
7387,ES2002a,00:13:14,Speaker C,My parents went out and bought um remote controls because um they got fed up of having four or five different remote controls for each things the house. So um for them it was just how many devices control.
7388,ES2002a,00:13:19,Speaker D,Right. Right. Okay so
7389,ES2002a,00:13:24,Speaker D,"Right, so in function one of the priorities might be to combine as many uses"
7390,ES2002a,00:13:31,Speaker B,"Right, so do you think that should be like a main design aim of our remote control d you know, do your your satellite and your regular telly and your V_C_R_ and everything?"
7391,ES2002a,00:13:34,Speaker D,"I think so. Yeah, yeah."
7392,ES2002a,00:13:39,Speaker D,"Well like um, maybe what we could use is a sort of like a example of a successful other piece technology is palm palm pilots. They're gone from being just like little sort of scribble boards to cameras, M_P_ three players, telephones,"
7393,ES2002a,00:13:55,Speaker D,"everything, agenda. So, like, I wonder if we might add something new to the to the remote control market, such as the lighting in your house, or um"
7394,ES2002a,00:14:03,Speaker B,"Or even like, you know, notes about um what you wanna watch. Like you might put in there oh I want to watch such and such and look a Oh that's a good idea. So extra functionalities."
7395,ES2002a,00:14:09,Speaker D,"Yeah, yeah. An"
7396,ES2002a,00:14:12,Speaker D,"Yeah. Like, p personally for me, at home I've I've combined the um the audio video of my television set and my D_V_D_ player and my C_D_ player. So they w all work actually function together but I have different remote controls for each of them. So it's sort of ironic that that then they're in there"
7397,ES2002a,00:14:33,Speaker D,"you know, the sound and everything it's just one system. But each one's got its own little"
7398,ES2002a,00:14:41,Speaker B,"Um okay, uh I'd wel we're gonna have to wrap up pretty quickly in the next couple of minutes. Um I'll just check we've nothing else. Okay. Um so anything else anybody wants to add about what they don't like about remote controls they've used, what they would really like to be part of this new one at all?"
7399,ES2002a,00:15:03,Speaker A,And you keep losing them.
7400,ES2002a,00:15:04,Speaker B,You keep losing them. Okay.
7401,ES2002a,00:15:06,Speaker A,"Finding them is really a pain, you know. I mean it's usually quite small, or when you want it right, it slipped behind the couch or it's kicked under the table."
7402,ES2002a,00:15:12,Speaker B,"Yeah. W You get those ones where you can, if you like, whistle or make a really high pitched noise they beep. There I mean is that something we'd want to include, do you think?"
7403,ES2002a,00:15:15,Speaker D,That's just really good id
7404,ES2002a,00:15:24,Speaker D,"Uh, sure. I remember when the first remote control my my family had was on a cable. Actually had a cable between it and the T_V_ and big like buttons that sort of like, like on a blender or something. And um, you know, when I think about what they are now, it's better, but actually it's still kind of, I dunno, like a massive junky thing on the table. Maybe we could think about how, could be more, you know, streamlined. S"
7405,ES2002a,00:15:25,Speaker B,Dunno. Okay maybe.
7406,ES2002a,00:15:46,Speaker B,Still feels quite primitive.
7407,ES2002a,00:15:51,Speaker B,Maybe like a touch screen or something?
7408,ES2002a,00:15:53,Speaker D,"Something like that, yeah. Or whatever would be technologically reasonable."
7409,ES2002a,00:15:56,Speaker B,"Uh-huh, okay. Well I guess that's up to our industrial designer."
7410,ES2002a,00:15:57,Speaker D,"'Cause it could b it could it could be that f it could be that functionally that doesn't make it any better, but that just the appeal of of not having You know, these days there's a r pe things in people's homes are becoming more and more like chic, you know. Um, nicer materials and might be"
7411,ES2002a,00:16:01,Speaker B,It looks better.
7412,ES2002a,00:16:15,Speaker D,be worth exploring anyway.
7413,ES2002a,00:16:17,Speaker B,"Right, well um so just to wrap up, the next meeting's gonna be in thirty minutes. So that's about um about ten to twelve by my watch. Um so inbetween now and then, um as the industrial designer, you're gonna be working on you know the actual working design of it so y you know what you're doing there. Um for user interface, technical functions, I guess that's you know like what we've been talking about, what it'll actually do. Um and uh marketing executive,"
7414,ES2002a,00:16:50,Speaker B,"you'll be just thinking about what it actually what, you know, what requirements it has to has to fulfil and you'll all get instructions emailed to you, I guess."
7415,ES2002a,00:17:08,Speaker B,"Yeah, so it's th the functional design stage is next, I guess."
7416,ES2002a,00:17:16,Speaker B,and that's the end of the meeting.
7417,ES2002a,00:17:19,Speaker B,"So I got that little message a lot sooner than I thought I would, so"
7418,ES2002a,00:17:27,Speaker D,"Before we wrap up, just to make sure we're all on the same page here, um, do we We were given sort of an example of a coffee machine or something, right? Well,"
7419,ES2002a,00:17:40,Speaker D,are we at ma right now on the assumption that our television remote control may have features which go beyond the television? Or are we keeping sort of like a a design commitment to television features? I I don't know.
7420,ES2002a,00:17:53,Speaker B,"Okay, well just very quickly 'cause this we're supposed to finish now. Um I guess that's up to us, I mean you probably want some kind of unique selling point of it, so um, you know"
7421,ES2002a,00:17:56,Speaker D,"Yep. Yeah, sure."
7422,ES2002a,00:18:04,Speaker A,I think one factor would be production cost.
7423,ES2002a,00:18:07,Speaker A,"Because there's a cap there, so um depends on how much you can cram into that price. Um."
7424,ES2002a,00:18:15,Speaker A,I think that that's the main factor.
7425,ES2002a,00:18:18,Speaker B,"Okay. Right, okay, we'll that's that's the end of the meeting, then. Um."
7426,ES2002a,00:18:26,Speaker B,thank you all for coming.
7427,ES2002b,00:00:14,Speaker B,Is that alright now?
7428,ES2002b,00:00:23,Speaker B,"Okay, everybody all set to start the meeting? Okay, we've got half an hour for this one um to uh discuss the um functional design. All ready to go? Okay. Um so hopefully you've all been working away, and I've put the minutes of the last meeting in the project folder. Um so I guess just to to recap on uh what we did last time. Um kind of uh got to know each other a little bit and uh got familiar with all the equipment and started to discuss um a bit about the project, you know, cost-wise how much how much money we had to s"
7429,ES2002b,00:00:27,Speaker D,Could you plug me in?
7430,ES2002b,00:01:40,Speaker B,"Um just want to tell you that you have three new requirements, um which is the The first one is that um uh the company's decided that teletext is outdated uh because of how popular the internet is. Nobody uses teletext very much anymore, so we don't really need to consider that in the functionality of the of the remote control. Um they've also suggested that we um we only use the remote control to control the television, not the V_C_R_, D_V_D_ or anything else. I think the worry is that if the project becomes too complex then it'll affect um how long it takes us to get it into into production, the time to market. So um, we're just gonna keep it simple and it'll just control the T_V_. And the other thing was that the company want the corporate colour and slogan to be implemented in the new design."
7431,ES2002b,00:02:30,Speaker B,"Um I'm not entirely sure what the corporate colour is. It might be yellow, because there seems to be a lot of yellow everywhere."
7432,ES2002b,00:02:37,Speaker D,"And the slogan, like the actual written slogan, or just to embody the idea of the slogan?"
7433,ES2002b,00:02:43,Speaker B,"Well that's the thing, I'm I'm not sure um"
7434,ES2002b,00:02:46,Speaker B,"uh th because on the the company website, uh what does it say"
7435,ES2002b,00:02:51,Speaker D,'Bout putting the fashion in electronics.
7436,ES2002b,00:02:53,Speaker B,"Yeah, I mean do they Is that something they want actually written on it, 'cause it's quite long."
7437,ES2002b,00:02:59,Speaker B,"Um or yeah, just the idea, but I'm not sure. So that's something we can discuss as well. So those are the three things, just not to worry about teletext, uh only control the T_V_, and um and uh incorporate the uh colour and slogan of the company. Um so is everybody okay with any of that, or do you want me to recap at all? Right um, time for presentations then. Who would like to go first?"
7438,ES2002b,00:03:22,Speaker A,"Nope, we're all set."
7439,ES2002b,00:03:29,Speaker C,I'll go first.
7440,ES2002b,00:03:36,Speaker C,"Alright um, can I st steal this from the back of your laptop? Uh"
7441,ES2002b,00:03:39,Speaker B,"Oh yeah, of course, yeah. G go on ahead."
7442,ES2002b,00:04:18,Speaker C,so this is the technical functions design.
7443,ES2002b,00:04:25,Speaker C,"Right to do the um the design I have I've had a look online, I've had a look at the homepage, which has given us um some insp inspiration from previous products. Um I've had a look at the previous products to see what they offer and um I would like to ask you guys for um your ideas about the design at the end of the meeting. Um unfortunately we're not allowed to talk outside the meeting room, so"
7444,ES2002b,00:04:48,Speaker C,"Um, having a look at the existing products, I found out that um it tends to come in sort of two extremes, there's either um a very complicated one that's got lots of buttons, lots of colours, very confusing, you don't know what you're doing. Um in that case the the labelling tends to be very bad. Um there's an example I'll show you at the end, um sh show you now."
7445,ES2002b,00:05:14,Speaker C,"here um the button there and there. This one's prog. Sorry. That one's perg and that one's prog, and it doesn't really tell you what it does."
7446,ES2002b,00:05:34,Speaker C,"Um, not sure if you had a a look at the other um control in that example. Um it's a very simple one. It's got only the basic functions mm but um it's the same size as the the hard to use one. Uh it looked a bit clunky. They're very big and not very much use for buttons. Um, and it's just very hard to access the advanced functions. There's there's nothing for instance for a slow motion button."
7447,ES2002b,00:06:02,Speaker C,"Um, my own preferences, I prefer the the clunky one. Um it's very easy to use. Um but unfortunately it does lack the advanced functions which I I quite like having on the controls. Um so I believe the the advanced functions should maybe be hidden in a drawer, or something like tha from the bottom of it."
7448,ES2002b,00:06:21,Speaker C,"So, now I'd like to ask for your preferences. Um not sure of how long we've got, uh"
7449,ES2002b,00:06:26,Speaker B,Um. Well we can chat away for uh for five minutes or so I think at at most. Just a couple of minutes anyway.
7450,ES2002b,00:06:33,Speaker D,"M yeah, like a lot of a lot of what I've um read and prepared for this meeting fits in really closely with what with what Craig's just gone over. So in part I could I could give you some of my personal preferences but I could also th add some to this which is just about sort of um sort of market research. But anyway, um we might come to that later."
7451,ES2002b,00:06:50,Speaker B,Mm-hmm. Shall we sh well we'll stick to kind of your area for now.
7452,ES2002b,00:06:53,Speaker A,"Which which is the clunky one, the one on left or on the right?.."
7453,ES2002b,00:06:54,Speaker C,"Um, the clunky one is the one on the right."
7454,ES2002b,00:06:57,Speaker D,"Um clunky in what sense, like um h heavier? Larger?"
7455,ES2002b,00:07:00,Speaker C,"Um I think it's supposed to be the same size, but um it's got much fewer buttons. It's, you know, it's very spread out and kind of you know, I get the idea it'd be sort of about this size. got very few buttons on it and"
7456,ES2002b,00:07:05,Speaker D,"I see, so it's more just basic. Right, okay."
7457,ES2002b,00:07:06,Speaker B,Looks kind of Yeah.
7458,ES2002b,00:07:14,Speaker B,"Well I think it's a valid point. I mean like the one on the left looks quite um quite complicated, and that P_R_T_ p P_R_O_T_ thing is incredibly confusing. Um so I see I see why yo you know you might prefer the simpler design, but yeah you don't want to lose out on, you know, what it does, so maybe you know you know you get a lot of remote controls where you kind of flip the thing open, I think that's a good idea. I think it's a good idea."
7459,ES2002b,00:07:40,Speaker C,"Um, do we have any functions that um we'd want on it? I mean so far I've got um on and off, um switch the channel up and down, and put the volume up and down. Um they're just the the very basics you could use for a T_V_."
7460,ES2002b,00:07:50,Speaker B,"Uh-huh, and then actual numbers for channels as well, yeah."
7461,ES2002b,00:07:53,Speaker C,"Okay. Um, you say that's a h a required one or a requested one? Would you like um the channels like the the numbers on thing, um"
7462,ES2002b,00:07:57,Speaker D,Which was that?
7463,ES2002b,00:08:01,Speaker D,"Up the numbers, or the up down?"
