sentence_id,turn_id,speaker,timestamp,sentence,selected_label,notes
22708,IB4010,Speaker D,00:37:40,"So actually here you on this the first poster you can see the actors from the movie, I don't know if you know some of them, so Jeff Bridges at the top, Goodman is the second one, the b the big guy. Then Turturro, and the last one is Buscemi, and I don't remember the name of the girl.",Information,
28115,IS1001b,Speaker A,00:30:09,Yeah. Because you have your previous channel button if you have incremental only it's not it isn't worth it because the previous channel is eith either minus one or plus one. So I think we need also digits. Maybe we we can make very obvious the channel and volume button button and smaller button down there with the the digits.,Information,
22803,IB4010,Speaker C,00:46:16,"Yeah, and I would eliminate",Discussion,
29757,IS1003c,Speaker B,00:10:26,"But I think that, you know, switching from one country to to another will be a problem, so although y y",Discussion,
39601,TS3005d,Speaker D,00:37:35,"That's yeah, no prob. .",Discussion,
37536,TS3004d,Speaker D,00:11:15,"There's one text button I prefer. That's the one that you use if you search for a page, like seven hundred, and it's counting from one hundred to two hundred, you will switch to your television and back to text. Do you do you Did you think of that?",Information,
21660,IB4003,Speaker C,00:31:18,He means reading room.,Discussion,
47691,TS3011c,Speaker B,00:11:51,"So if you have the voice recognition, you can you can programme like thirty",Discussion,
21492,IB4003,Speaker C,00:07:13,And if we don't get this space then what happens?,Information,
25468,IN1012,Speaker B,00:50:33,"Yeah. So it's somebody and Simon King is playing with that, right, the t guy.",Information,
14849,ES2010b,Speaker A,00:08:53,It's okay. It's very important.,Discussion,
13095,ES2008b,Speaker C,00:33:09,well not hidden but they're,Discussion,
13804,ES2008d,Speaker B,00:39:50,"Or just just a wheel, you know.",Discussion,
9474,ES2004c,Speaker B,00:12:20,Well they're not designed,Discussion,
16366,ES2012a,Speaker A,00:01:38,"What's the the th th project is is here to do, is is to to get this this project up and moving, ev everybody is is free to say wh whatever they want, everybody has a contribution to make and",Information,
10861,ES2005d,Speaker D,00:22:08,What are we doing?,Information,
19295,ES2015c,Speaker A,00:11:42,Like people don't wanna have to worry about that.,Discussion,
20584,ES2016d,Speaker A,00:11:13,be changed depending on budget.,Discussion,
26732,IS1000a,Speaker B,00:17:48,want to get the feeling this is a twenty five Euro project pr,Information,
14417,ES2009d,Speaker C,00:05:17,", what other things do we see here, well, if you give it a touch it does have actually a bit of a spongy feel, , so I think that will work well with regards to our market. and let's see, well clearly there's gonna be some more colours and what not available. do you have anything else to add to that?",Discussion,
12485,ES2007c,Speaker D,00:27:27,"and as it's rubber the feel which is in this year is spongy, so it's it's not quite spongy, but spongy, I would say is yeah, so we're in.",Information,
25128,IN1012,Speaker A,00:10:35,"Yeah, thirty you can see you c you can't really like even you can't the models itself is like thirty eight times more than that, so. So y if you have like five megabytes or ten megabytes of models then yeah. But even I think it's really bit like impossible for the really big systems I guess, like storing storing itself.",Information,
43624,TS3008c,Speaker C,00:18:30,we can't make all ten designs. We have to make one design I th I I think.,Discussion,
10400,ES2005c,Speaker B,00:13:28,"i it will be easy because there will be, on L_C_D_ s screen, there will be different frent icons, they can just click ok okay, whatever they wa",Information,
1591,EN2001e,Speaker B,00:10:23,"Yeah, it did s it did summarise just now. It's just it's summarising stupidly, but at least it's jumping. Shall",Information,
43067,TS3008a,Speaker A,00:16:44,Different functions of of,Discussion,
36856,TS3004b,Speaker A,00:34:11,"And do we use a a what's it called? Like a iMac, if you can look through it. Or just a normal remote control.",Discussion,
43329,TS3008b,Speaker D,00:25:23,"Yeah, yeah, that's good one, yep.",Discussion,
676,EN2001b,Speaker A,00:04:59,"Yes, perhaps yeah, but I mean they're all very very similar, all those X_M_L_ files. I had a look at the for example A_S_",Discussion,
34471,IS1008d,Speaker A,00:08:50,"So maybe it's for some money we can utilise for our marketing, for the sales, okay, and",Information,
40534,TS3006c,Speaker C,00:20:33,Yeah. As well. You can make a trigger button or something like that.,Discussion,
13824,ES2008d,Speaker A,00:41:59,"Yeah, I was just kinda going by the web page, 'cause they didn't give me any clear, like yellow, grey, or.",Information,
30914,IS1004c,Speaker C,00:21:45,"So there there was there were many other materials like wood, titanium and all those things, but plastic is I think is the most appropriate one, it'll bring the cost down and anyway it's",Information,
10800,ES2005d,Speaker A,00:12:18,"so let's talk about our bonuses and the raises we're getting for this, right.",Information,
31555,IS1005a,Speaker A,00:13:43,you have a heart attack.,Discussion,
33875,IS1007d,Speaker B,00:30:07,Yeah or furry like a pet dog kind of thing.,Discussion,
3098,EN2002c,Speaker C,00:45:48,"Well the thing is also I mean if it's well yeah. Yeah okay, I see what you mean. and then we could actually put that like on the list of meetings that r get returned. If there were fifteen meetings with language is in, then it's gonna show you those and rank them as to which is the highest. So okay, I see that.",Information,
43917,TS3008c,Speaker A,00:38:34,But toilet paper roll and,Discussion,
33519,IS1007c,Speaker C,00:22:26,Yeah I I I think that well as we have seen in the in the presentation well about fifty percent of the of the percent n choose the button so I think to have five simple button is sufficient for our functionality.,Decision,
21507,IB4003,Speaker A,00:09:41,"Yeah. Yeah we Yeah. I I think that's Yeah, there is no real competition between the two, but we'll just try to find at least two solutions and see how how close they are, actually. It's it's I think well the m the people who who decided this thought it was the best solution to, mm well, you know, find two two kinds of opinions. Yeah. Well, we could have been eight h sitting around here and and talking, but I think it's it's more difficult.",Decision,
37040,TS3004c,Speaker C,00:17:11,And sports and gaming device style characteristics.,Information,
4921,EN2006a,Speaker B,00:22:30,"But then we still have to decide if we don't label the source, what do we do about the spectral features that define that source?",Decision,
11070,ES2006b,Speaker C,00:09:58,"Yeah, I thought those last minute things, they're gonna hit you the worst.",Discussion,
22264,IB4005,Speaker C,00:28:19,"Because remember there is also this Paola arriving on the new project. So, you know, Susan insisted that",Information,
15099,ES2010c,Speaker D,00:14:45,"Yeah, like using the menu to be like, enter your name into the screen like on the menu options. So that way the remote reads it.",Discussion,
41717,TS3007a,Speaker D,00:18:23,"Yeah. Yeah, I can find .",Discussion,
27759,IS1001a,Speaker B,00:00:31,Not too many cables and stuff.,Discussion,
7784,ES2002c,Speaker D,00:31:20,Well i I was just,Information,
20292,ES2016b,Speaker A,00:39:29,And Ryan you work on how how well they'll work with the us with the user. So both of those concepts.,Discussion,
9738,ES2004d,Speaker B,00:10:49,I would say two.,Discussion,
21457,IB4002,Speaker C,00:30:13,"if they prefer to be in front of, back to window or whatever. I mean, if we start doing that not happy",Discussion,
38683,TS3005c,Speaker D,00:22:58,"Yeah true, but Yeah, we have we have the zoom option, right?",Discussion,
35637,TS3003b,Speaker D,00:32:58,I think probably elderly people would be a little bit more careful with their remote controls than,Information,
5187,EN2006a,Speaker B,00:43:48,"I think there's gonna be a lot of those, which makes life simpler.",Information,
30304,IS1003d,Speaker B,00:25:56,It's easy to use. It's very easy to use.,Discussion,
39628,TS3005d,Speaker C,00:38:47,Make a r yeah.,Discussion,
39606,TS3005d,Speaker C,00:37:50,"Yeah, or the room for it was the idea to be creative, so",Information,
17590,ES2013d,Speaker A,00:10:52,"Oh I see, the on-off's in the back.",Discussion,
26271,IN1016,Speaker D,00:07:28,"No no no, don't go that. I I want the no, I want to understand what did you mean by the wo the te thing like saying that I took a dictionary and then a word from the slide and what you are looking for. I could not understand clearly clearly that.",Information,
35203,IS1009d,Speaker A,00:22:04,"And I don't know how we can evaluate that or how we can include that, too.",Discussion,
16819,ES2012c,Speaker A,00:29:55,"Then you just bring it up to your mouth and just speak to it, yeah, yeah.",Discussion,
22584,IB4010,Speaker C,00:24:44,What do we want?,Discussion,
45241,TS3009b,Speaker A,00:35:29,"Alright these functions. The number f Well yes, that's alright. W the number function. Are we going to do it like on Mike's screen with one button that says I'm going to do a t two number digital?",Action_Item,
37488,TS3004d,Speaker B,00:08:07,"You can do it that it claps open, but I think that's not solid enough. If that breaks then you're screwed.",Discussion,
42265,TS3007c,Speaker D,00:27:05,"If I got kids, and I could choose between two remote controls. One w with parent control and one without, and I would would buy the one with.",Decision,
11657,ES2006d,Speaker D,00:15:20,"Well mm we have we have the sample speaker as well, which is yeah, it's kind of new.",Information,
34608,IS1009a,Speaker A,00:02:01,"Yes y opening, acquaintance, tool training well, the tools are, I think, we already I guess the tool is really our the computer, as far as I can see.",Information,
29792,IS1003c,Speaker A,00:13:29,"Yeah, why not? If it's",Discussion,
16965,ES2012d,Speaker A,00:11:51,Less buttons so it must be.,Action_Item,
6439,EN2009c,Speaker B,00:19:33,Yeah. S so in the worst case you may be able to make an argument if you actually need that week that you can collect in the mornings that week. Is this something that's known outside Ellen's head?,Information,
42249,TS3007c,Speaker D,00:24:41,"Something like that. And w when you want to use the parents option, you have to",Information,
48492,TS3012b,Speaker A,00:16:35,"Okay, universal is good. Speech recognition, I think it's very hard, because we're selling across multiple countries. So I think implementing speech recognition is such a small apparatus, it's very hard to do.",Information,
14307,ES2009c,Speaker A,00:19:57,"Otherwise, yeah, we just it just becomes cost prohibitive. What which, which do we suspect we should hold o we should hold on to?",Information,
459,EN2001a,Speaker D,01:06:06,"Then when whatever your algorithm is doing, as long as when you're working with utterances, you go for all the leaves, like then if you need something next up, so like a topic segment, you'd go to here. But if you were looking at say this one, so only went like this.",Information,
28087,IS1001b,Speaker B,00:27:20,Well if it is going to be just a T_V_ remote control it is going to be very simple.,Action_Item,
19147,ES2015b,Speaker B,00:29:56,Yeah. The same signalling. I mean,Discussion,
21959,IB4004,Speaker C,00:28:34,"Because there is regular there is regular occupancy, yeah.",Information,
28413,IS1001d,Speaker A,00:06:15,How much would you you don't answer to this questionnaire?,Information,
18161,ES2014c,Speaker A,00:03:13,"enable us to complete the project in time. We're gonna have effectively two pages, a front page which had the features that the the customers most wanted, and then the the backup features on the second page so that it could",Information,
31772,IS1005b,Speaker A,00:33:47,W In my opinion we should have only useful thing and Because apparently they want The simpler it's is better.,Information,
8219,ES2002d,Speaker A,00:34:50,"And the computer may not be conducive to a meeting because you tend to look at your computer and wanna have the urge to check something, you know, it's useful but",Information,
28088,IS1001b,Speaker A,00:27:23,Yeah okay. So yeah the key point here is simple.,Information,
45084,TS3009b,Speaker D,00:25:18,"Here, look at these numbers. The newest features are, like I said, are L_C_D_ and speech control.",Information,
16251,ES2011d,Speaker A,00:21:52,But I mean it do we have any other ideas about that?,Discussion,
30694,IS1004b,Speaker B,00:32:01,"Well no, but there are the electronic programme guides out there. They may not have pictures, but maybe they do. There's dependi it also depends on the country.",Information,
14164,ES2009b,Speaker C,00:21:22,We put fashion into electronics.,Discussion,
40047,TS3006b,Speaker C,00:13:17,The keys yeah? Alright. yeah well I was working on this before I got my information. So I was just working off the top of my head and using my colin common knowledge about remote controls.,Information,
21327,IB4002,Speaker D,00:20:02,So like that and then move you to,Discussion,
11355,ES2006c,Speaker B,00:21:39,Well I suppose you wouldn't get a remote an electric shock off your remote control if it was made of rubber.,Information,
28777,IS1002c,Speaker B,00:03:06,"So here are options for our power sources. You can use a basic battery, which we've already discussed, th our tech department also said we have the option of doing some kind of hand dynamo where maybe you crank it or something like that. I don't know if that's really I don't know we got some qu crazy guys down there in that department so",Information,
22605,IB4010,Speaker D,00:26:34,"discuss about your document, maybe?",Information,
17774,ES2013d,Speaker C,00:30:41,"to keep a simple old technology, which if it works perfectly well I see no point in improving on if it works, so.",Information,
35114,IS1009d,Speaker D,00:11:51,"F f okay. Right, very good.",Discussion,
246,EN2001a,Speaker E,00:39:31,Who's who's sort of doing the the the central coordination of of of the browser application now? Like,Discussion,
27958,IS1001b,Speaker B,00:10:02,What kind of task was it? It was a T_V_?,Action_Item,
14306,ES2009c,Speaker A,00:19:51,Well if we're gonna pick betwe e alright so we have to pick between one of the two. .,Discussion,
28058,IS1001b,Speaker C,00:22:24,"But yeah maybe and what about if we design a remote control which can be configure as you want? You say that I want, I have six button",Information,
38566,TS3005c,Speaker C,00:09:58,Okay so it d it doesn't says to have the slogan?,Discussion,
19381,ES2015c,Speaker D,00:23:12,", the temporary light-up idea, sounds like we're gonna stick to that. And then, , tying in a trendy look with user-friendliness.",Discussion,
18344,ES2014c,Speaker C,00:29:16,"Yeah and then you could have Oh but you still would have to have the logo on every new case, but you could have like pink cases for girls and red ones and things like that.",Discussion,
23192,IB4011,Speaker D,00:36:55,"No, Big Lebowski, I nominate.",Discussion,
24314,IN1007,Speaker D,00:16:22,If you go down?,Discussion,
6801,EN2009d,Speaker A,00:25:38,"Yeah, I d that's all he asked for. Yeah. Well, I think",Discussion,
36053,TS3003d,Speaker A,00:19:26,Looks a bit odd maybe.,Discussion,
16657,ES2012c,Speaker A,00:04:09,"and then , you know, f for the next meeting Kate will be looking at the the the s the look, feel and design, Kendra the",Discussion,
32267,IS1006b,Speaker D,00:20:54,Mm-hmm. Alright. Listening more.,Information,
7721,ES2002c,Speaker B,00:23:10,"Like a phone yeah, like the backlight in a phone. Okay cool.",Discussion,
16078,ES2011d,Speaker B,00:02:15,"This being the wheel that you use to change channels or volume or whatever. This is a button, serves as the power button if you hold it down, and if you just tap on it I think it brings up the menu.",Information,
14255,ES2009c,Speaker C,00:12:45,the jumbo universal remote control is almost impossible to misplace or lose.,Information,
1239,EN2001d,Speaker D,00:21:46,"Oh, it's all part of the same component that does that.",Discussion,
6795,EN2009d,Speaker C,00:24:51,"it it yes, it can do, but it's also looking at it within their their own behaviour to see, yeah.",Discussion,
7238,EN2009d,Speaker A,01:16:03,"Yeah, that's that's solved now. Yeah, test. We have to test.",Discussion,
32076,IS1006a,Speaker C,00:09:58,Maybe I think even we can keep two switches and then we can only make one working.,Discussion,
21228,IB4002,Speaker D,00:12:41,Either way. Well I don't know for splitting up,Discussion,
2502,EN2002b,Speaker B,00:07:58,Or maybe the speaker characterisation might get slimmer.,Information,
14367,ES2009c,Speaker B,00:28:07,"So are we gonna are we talking we need to figure out what kind of buttons we're going to use, are we going to use scroll buttons? Rubber buttons?",Action_Item,
41637,TS3007a,Speaker B,00:11:44,It's inside its shell. You'll be finished sooner.,Information,
28380,IS1001d,Speaker A,00:01:46,with the conclusion of this project and see whether it fits,Information,
27063,IS1000c,Speaker B,00:02:34,So who has the fir do you ha Anna do you have your presentation ready?,Discussion,
20533,ES2016d,Speaker A,00:05:39,Or not luckily. do you have a marketing presentation for us.,Discussion,
8197,ES2002d,Speaker C,00:32:42,But the b the b whiteboard could've actually been this kind of continuing,Information,
46938,TS3010d,Speaker D,00:03:41,", yeah. Well, we , I have thinked a few evaluation criterias, based on our marketing strategy, on the latest trends, on user preferences.",Discussion,
8403,ES2003b,Speaker A,00:12:40,"of the joystick's going to do or wha or what each function button's going to do. , this is actually a again slightly taking inspiration off of games controllers, you know the Playstation control where you have four basic function buttons that are just marked with distinctive geometrical shapes but the and then dependent on what you're doing with it what game and so on those those functions are then sort of further specified. And so it's taking taking the lead from that.",Action_Item,
18103,ES2014b,Speaker B,00:34:47,Shall we have a mute button as well?,Discussion,
39873,TS3006a,Speaker A,00:17:34,Yeah? If you can mix it it's okay.,Discussion,
17732,ES2013d,Speaker A,00:25:52,"No, it just says push button interface. Button supplements, they'll be in a special colour of black.",Discussion,
15013,ES2010b,Speaker C,00:26:31,"Well, the other option is sort of like down at the bottom, like farther away, you just have this sort of box inset where it's like the buttons that you don't use as much, but occasionally you will use.",Information,
22940,IB4011,Speaker A,00:12:06,"Yeah, I've seen it.",Discussion,
44054,TS3008d,Speaker D,00:12:32,"Yeah, okay. Maybe the the logo.",Discussion,
42867,TS3007d,Speaker D,00:39:39,"Oh, you ha you have ten minutes left, I read.",Discussion,
44248,TS3008d,Speaker A,00:24:41,"simple chips, regular chips",Discussion,
3815,EN2004a,Speaker B,00:06:09,"Yeah. Yeah, I think that would be really helpful. That would help us , you know, nab a good number of those uncertainties.",Discussion,
44502,TS3008d,Speaker A,00:42:33,"Yeah, but you don't have to. Trust me. The idea of this technology is that you don't think about it, it just happens.",Information,
16336,ES2011d,Speaker C,00:30:01,Yeah I dunno. But they're they're okay.,Discussion,
44290,TS3008d,Speaker A,00:27:19,And I count them like this.,Information,
3565,EN2003a,Speaker A,00:02:10,"Yeah, we're gonna do that, but I think we should s probably send out separate calls, okay. So we'll send one, but weren't men I mean we could mention the fact that we're inviting other people, but I think it will probably just I mean it probably won't matter too much to the other linguists that we're having other people there. We can mention it, but it's not gonna be too essential and we might actually just end up making them worry that, you know, they're gonna lose their place or whatever, because I don't know.",Information,
40111,TS3006b,Speaker A,00:20:37,And left to right.,Discussion,
25760,IN1013,Speaker D,00:35:46,"Anyway. So But anyway, I I wanted to hear something maybe from you what you are doing f with speech coding because you were you mentioned that",Information,
14105,ES2009b,Speaker D,00:12:42,Is that only gonna be within our two hundred foot range then?,Information,
49127,TS3012c,Speaker A,00:26:19,Whatever. back to black.,Discussion,
28063,IS1001b,Speaker B,00:23:16,And there are another thing is that if we make something that's simple and easy to use that's bas to use immediately that means that it will be exactly the same as everything else. All right?,Information,
26187,IN1014,Speaker C,00:51:42,And it should be someone with experience in C_ plus plus M_F_C_.,Discussion,
10130,ES2005b,Speaker D,00:13:15,"It's for one T_V_ oh right okay, sure. And so the last thing I thought w which I quickly mentioned in the other one was maybe a bit of a gimmick to set us apart from other people, like glow-in-the-dark which does already e exist but it's not very widely used I don't think. Easy finder with the a whistle function or something, or rechargeable station because it's a pain when you run out of batteries. And I think that, yep, that's it. Okay?",Information,
48250,TS3011d,Speaker C,00:33:17,But how much time did we get for this meeting?,Information,
47989,TS3011d,Speaker C,00:10:34,"Well, b basically it when when this is our only option, we should even consider changing the casing, because I think there's very little added value in an enhanced case with these dull functions. So",Summary,
30081,IS1003d,Speaker D,00:11:23,Like if you want to go from,Discussion,
32855,IS1006d,Speaker C,00:19:12,"No, number is one. We need only one battery.",Information,
16711,ES2012c,Speaker A,00:15:13,"Okay. Sorry, d did you want to say anything? No? Okay. Shall we move rapidly on to Kendra? ra rapidly move the cable over.",Discussion,
3286,EN2002d,Speaker B,00:15:08,"No. Well, I can dr",Discussion,
13867,ES2009a,Speaker A,00:03:13,Cool. So I guess that that we're totally we're making a remote control which is thrilling but the idea is that we can make something based on the whole corporate model I dunno if you guys had time to check the in real life I dunno if you guys checked the the corporate website.,Information,
1605,EN2001e,Speaker D,00:13:11,"Yeah, that that is ancient data though. So",Information,
39848,TS3006a,Speaker B,00:15:30,and a and a good zapping range.,Discussion,
26819,IS1000b,Speaker A,00:06:30,users generally dislike the look and feel of their remote controls. seventy five u seventy five percent of users find most remote controls ugly. .,Information,
14258,ES2009c,Speaker C,00:13:28,"touch screen interface, possibly having go-to buttons being stuck into the system so those don't move away from the screen, , the important ones like power, volume and jump between channels. , and of course our voice command system which I've talked a little bit about already and the use of recognisable colours and shapes to aid recognition of the features that are around so",Information,
20335,ES2016c,Speaker A,00:09:56,"You have one with a flag, and one with a banana and one that's a spongy",Discussion,
24915,IN1009,Speaker C,00:05:24,"Hmm. Okay, so you are the expert.",Information,
4049,EN2004a,Speaker D,00:35:16,"Sometimes you get like an and it g you're not sure if it's an, an A_, yeah, or an m it Yeah.",Discussion,
18300,ES2014c,Speaker D,00:22:10,I've I've got some things to say about possible design things from,Discussion,
11259,ES2006c,Speaker C,00:04:36,"For a remote, 'cause you",Discussion,
44059,TS3008d,Speaker C,00:12:50,The all the aspects of the interface buttons were,Information,
7969,ES2002d,Speaker A,00:09:50,"do something on the T_V_, the T_V_ responds and reacts as well, so the user could be looking at the T_V_ and pushing his thing so we may not need to so when we scroll we need just some way to get the T_V_ to respond, which I think is a technically doable thing so",Action_Item,
5367,EN2006a,Speaker A,00:58:12,But t y are you arguing not to have anything with object in it though?,Information,
4109,EN2004a,Speaker D,00:41:45,"A_ Y_, alright, oops.",Discussion,
26877,IS1000b,Speaker D,00:12:02,So you had to to to summarise maybe the,Information,
12301,ES2007c,Speaker A,00:05:29,"Do sol solar panel things, do they have to work from the sun or can they work from a light bulb?",Discussion,
44564,TS3009a,Speaker A,00:02:27,"We have to design a new television remote control. You have heard that already I think, so. we want it to be original, so a nice a nice new design.",Information,
4276,EN2005a,Speaker D,00:15:44,"Right, but those are very those are really different theories that are at are trying to get at different things and it and they admit of m you know, some of them admit of multiple parties and some of them assume you're in one speaker's head. Right, and the",Information,
17539,ES2013c,Speaker D,00:37:54,That's why I was looking over your shoulder,Information,
10367,ES2005c,Speaker D,00:08:07,And we've got some pictures of some new remote controls to show you. Do I press Escape F_ five? Or just,Discussion,
13707,ES2008d,Speaker D,00:30:37,I like that it stands up.,Discussion,
47237,TS3011a,Speaker A,00:17:47,"Okay, so we're we're going business to consumer, not we're we're it's not a",Discussion,
17799,ES2014a,Speaker A,00:02:25,"Oh I see, so we shouldn't really be",Discussion,
1675,EN2001e,Speaker B,00:21:38,"'Cause that would be sort of the nice way to sit at home and have it forward the sound at the lowest bit rate to you. I mean seeing that it's over broad-band it's forwarding the graphics quite okay, it would probably like broad-band-wise, band-width-wise, probably work out.",Information,
13796,ES2008d,Speaker D,00:39:14,Can't really take it into the other room.,Discussion,
45536,TS3009c,Speaker A,00:22:32,"Yes, but we have to decide about these now. And the trend-watching. So as you said, fruity is in, well sells good. Wow. these things.",Decision,
24946,IN1009,Speaker A,00:09:26,But the last ones are always the,Information,
1525,EN2001e,Speaker B,00:03:04,Yes. So maybe that's where the problem is coming from.,Information,
12117,ES2007b,Speaker B,00:07:02,So we'll hear about that later from Gabriel. And the sender will send to the telly itself an infra-red signal to tell it to switch on or switch channels.,Discussion,
2692,EN2002b,Speaker C,00:27:29,"Mm yeah, maybe you're right. No.",Discussion,
26937,IS1000b,Speaker C,00:21:54,"So p as Anna has said that this ki people are interested in things which are you don't need to k press the keys, people are can have a speech recognition but this is s a question which will we have to see later. But in the present scenario is that you have certain keys and you press it like your mobile phone, and it sends a message to the T_V_. And so generally mm I don't have some figures sorry but so there are two kinds of remote if you popularly in the household, actually so you have a standard T_V_ remote where you have just a on, off button and play, volume change and keys for the number and more than one digit option.",Action_Item,
2137,EN2002a,Speaker A,00:13:24,"Yeah, that kinda makes sense.",Discussion,
24690,IN1008,Speaker D,00:33:34,"Yeah. 'Cause one problem if you use energy based methods, which is probably more the thing you've been using so far, is that it's not quite related to location. So you can have for one person you can have a high energy signal which is difficult to locate, and visa versa. I think in your case you're quite interested in the location. So I would advise to use more phase domain methods.",Information,
7794,ES2002c,Speaker D,00:33:17,"And this size here, I'd suggest this be small, like quite small.",Information,
675,EN2001b,Speaker B,00:04:53,the annotation about what what would it be s most similar to. Simply to the segmentation information or,Discussion,
3586,EN2003a,Speaker B,00:05:00,I mean 'cause I can't imagine there'd be an essential difference really between the,Discussion,
37157,TS3004c,Speaker B,00:25:09,"Yeah, okay. That fruit and veg, or",Discussion,
27409,IS1000d,Speaker A,00:19:13,And the other one?,Discussion,
41596,TS3007a,Speaker A,00:08:16,"No, it's not an orc.",Discussion,
22212,IB4005,Speaker D,00:23:24,"Yeah, Martin is fifty per cent.",Information,
10643,ES2005c,Speaker B,00:34:49,"working components. Oh, you didn't get that. I will send new. I'll put it in shared documents, again.",Information,
25533,IN1013,Speaker C,00:09:43,"The overlapping is different, right? Yep. Mm.",Information,
14219,ES2009c,Speaker D,00:06:29,"It's an option, but actually there's I've got some research already on like what we're looking at and trends in casing right now which actually might even come into play beforehand, it may help us decide for now. Temporarily anyway.",Decision,
40113,TS3006b,Speaker C,00:20:41,"Yeah exactly. I thought but this is really your department, that we need just the functional display and four cursors.",Information,
49133,TS3012c,Speaker A,00:26:48,"Okay. If we go for for round buttons in general, do we want to the menu key in the middle to be round? For example, if you let's see, put it this here. I think we'll go with the triangles that Come on.",Information,
3325,EN2002d,Speaker B,00:18:11,In fact it's a N_X_T_ package.,Information,
19979,ES2016a,Speaker B,00:12:41,"Right. One problem you'd get with this design is the ball is a nice idea because of it's stability really, but of course, since it's a ball, it'll roll, so we'd have to have it flat on one side at least, down here somewhere, take away that part. That's one of the big issues. Also also you risk the hinges here. That's that's a problem.",Information,
22988,IB4011,Speaker D,00:15:30,"She was pretty young, no? For.",Information,
45488,TS3009c,Speaker D,00:19:44,"Yeah, fine. Move on.",Discussion,
11523,ES2006d,Speaker A,00:03:15,"Yeah, well, but i since it's made of rubber anyway. I I think it's it's",Discussion,
3095,EN2002c,Speaker A,00:45:40,It doesn't have to be all intelligent.,Discussion,
32734,IS1006d,Speaker D,00:10:44,"Yeah, of course. What do you think?",Discussion,
41553,TS3007a,Speaker A,00:01:24,And Indeed. So they can see our faces. Okay.,Discussion,
34131,IS1008b,Speaker D,00:15:00,"But, price obviously we have to talk about.",Discussion,
14826,ES2010b,Speaker C,00:04:54,"And we can decide if that's what we want,, if we want to include that on the remote, if that's something that would stay on the T_V_ itself, for example.",Decision,
17267,ES2013b,Speaker A,00:29:24,Throw some light on that.,Discussion,
37705,TS3004d,Speaker A,00:22:20,"If you Can you save it on the same, in the same map as the other ones? In the the project map?",Discussion,
7598,ES2002b,Speaker B,00:34:57,"Okay, so brightness, contrast, things like that, and then just actual device things, like what channel you're watching, turning on an off, stuff like that. Okay,",Discussion,
36031,TS3003d,Speaker B,00:17:13,"Yeah, or we have to skip the subtitle button.",Discussion,
45779,TS3009c,Speaker C,00:37:33,What are you doing chief?,Information,
21944,IB4004,Speaker D,00:27:43,"okay, it has two doors. Yeah, that's true.",Discussion,
7438,ES2002b,Speaker A,00:03:22,"Nope, we're all set.",Discussion,
484,EN2001a,Speaker A,01:09:09,I've gotten mm hardly any,Discussion,
48284,TS3012a,Speaker A,00:01:47,"So we put the fashion in electronics. So that's what we need to go for. Anyway, we'll take this project in three steps, three pha three phase of design. First step will be the functional design. And that's basically what we're gonna do. Everybody has a piece of individual work and a meeting afterwards, so we can share information about So I'm gonna keep this short, since we had a technical problem. So skip through this.",Action_Item,
6789,EN2009d,Speaker A,00:24:06,"No no. This is this is still summary data. They're he's we're talking about just adding attributes to these things that say the number of fixations that counted as that looking at triangle one, right. So y it's possible",Summary,
1417,EN2001d,Speaker A,00:43:20,Because at the moment we all produce the numbers for each meeting separately.,Information,
12285,ES2007c,Speaker A,00:02:39,"Okay, right, well, I take it that you are all ready now. alright first off we'll just recap from our last meeting. which was we got together just to basically decide on well to talk about what it is that we were actually supposed to be doing, and who we all are and stuff like that, mm get bit more of an idea together of what's going on.",Decision,
20203,ES2016b,Speaker A,00:27:16,Did you have time earlier to to work on that. Did you guys feel you have enough time in between our meetings to get everything done that you need to get done?,Action_Item,
48536,TS3012b,Speaker A,00:22:07,"Yeah, that's true. I think so we need to put some research into that if if we can open the menu, I think it's possible, just the way how to. Yeah, then then you could do everything I suppose, because usually the T_V_s have tha that inside in this other little piece of software, so it's okay.",Action_Item,
18889,ES2015a,Speaker B,00:05:57,Yeah. Got those notes.,Discussion,
37052,TS3004c,Speaker C,00:17:58,"That's just a matter of tastes, but",Discussion,
49262,TS3012c,Speaker A,00:36:14,"Hmm. Okay, I think we're everybody satisfied with the with the current design we have? So we're s supposed to be rubber. I think well, I think the the remote control is gonna be black because we we forgot to talk about I mean the the company colours are important apparently. So we have the logo up there. So are we gonna base colour is black?",Information,
13362,ES2008c,Speaker C,00:34:05,I think maybe numbers seems is kind of old-fashioned.,Information,
993,EN2001b,Speaker C,00:47:29,"We could even yeah, we could even have a look at our different measures, if they",Discussion,
32014,IS1006a,Speaker C,00:05:09,"Yeah, we're to sell two million then.",Discussion,
12745,ES2007d,Speaker A,00:15:01,"No, I think when this meeting's finished like officially, there b we'll get a questionnaire to fill in. Or six,",Information,
26618,IS1000a,Speaker B,00:06:18,"So, the general outline of new project will be we first go through a functional design phase.",Discussion,
18288,ES2014c,Speaker C,00:20:43,"I think the thing was that if you decide to do this, to have triangular buttons, somebody might look at this one and say oh well this triangular button is pointing up, and that's the first thing that they see",Decision,
31943,IS1005c,Speaker B,00:27:22,Well is it possible to make it soft?,Information,
5678,EN2006b,Speaker C,00:23:08,"Yeah, that's for things marked with and.",Discussion,
