sentence_id,turn_id,speaker,timestamp,sentence,selected_label,notes,transcript_id
4008,,Speaker C,00:30:43,Well it could be she would or should as well. Yeah.,Discussion,,EN2004a
48235,,Speaker A,00:32:14,"no. Yeah, the project is evaluated. but, well, we need to redesign the product.",Action_Item,,TS3011d
14012,,Speaker A,00:18:46,"all right. So. I li I'm liking that idea, this idea of a touch screen remote with multi-format features. .",Information,,ES2009a
42457,,Speaker D,00:10:29,During the design design life-cycle we,Discussion,,TS3007d
12108,,Speaker B,00:05:13,Are we getting i,Information,,ES2007b
33533,,Speaker D,00:24:39,Yeah that has to be checked out.,Discussion,,IS1007c
27585,,Speaker A,00:30:20,Mm. There's n yeah. 'Cause that's the that's the feature that could be included in either of them. Although it is more with the spongy buttons on the,Discussion,,IS1000d
26661,,Speaker C,00:10:58,you forget about it.,Discussion,,IS1000a
40904,,Speaker B,00:04:46,But but th the cost of one integrated button is far more than a few extra push-buttons.,Information,,TS3006d
17853,,Speaker A,00:11:36,And so depending what the the overhead costs are will determine how many units we're looking to sell or projecting to sell at this point in time. So,Discussion,,ES2014a
46591,,Speaker A,00:30:40,Maybe in the menu?,Discussion,,TS3010b
10497,,Speaker A,00:21:55,So it'd look like this kinda.,Information,,ES2005c
13058,,Speaker A,00:29:29,"So our target group, we're saying, fifteen to thirty five?",Discussion,,ES2008b
781,,Speaker C,00:16:15,So you mean an a an attribute. Yeah.,Discussion,,EN2001b
11198,,Speaker C,00:31:58,"So that you can yell at it, yeah.",Discussion,,ES2006b
4503,,Speaker B,01:06:28,"-huh. Dialogue act, yeah.",Discussion,,EN2005a
48350,,Speaker A,00:09:51,Not sure where the p. Just put 'em here. Whatever.,Discussion,,TS3012a
26802,,Speaker D,00:04:12,So y you are the secretary also. Right? Okay.,Information,,IS1000b
40330,,Speaker A,00:37:36,Yeah it's a lot of pressure.,Discussion,,TS3006b
4434,,Speaker D,00:54:42,"So I mean I think it's clear that something at this level needs to be there. I mean and to ask questions, like who disagreed or were there any counter proposals or whatever. Even those kind of questions you need some kind of mark-up like this.",Decision,,EN2005a
122,,Speaker E,00:20:21,chunks representing the individual meetings or some,Discussion,,EN2001a
3735,,Speaker A,00:27:51,"Might even have to come in in the evening. But that's not the end of the world, but we might have to set some things up. Like maybe just get the chairs organised or whatever. We might actually have to go into the rooms and get things ready. And there's gonna be other things like getting the technology ready. So not only is there a pressure to have",Discussion,,EN2003a
41456,,Speaker D,00:40:57,It's not very ideal.,Discussion,,TS3006d
39437,,Speaker C,00:28:12,"You lose this one, you got eleven point five and you make i and then you can make the spec single curve, for example.",Information,,TS3005d
11659,,Speaker C,00:15:27,"All of the components have been used in other things before. But do yeah, yeah.",Discussion,,ES2006d
25332,,Speaker A,00:36:56,But maybe my have a f for publishing another paper or something.,Discussion,,IN1012
45032,,Speaker B,00:20:59,For instance you couldn't see this.,Discussion,,TS3009b
32954,,Speaker B,00:24:48,"So, was there result? Let's have a look.",Discussion,,IS1006d
43943,,Speaker B,00:03:45,"Yeah well, I don't have time in anymore on the",Discussion,,TS3008d
23579,,Speaker C,00:50:30,"Yes. Yes. so just last question maybe, so this makes a X_M_L_ file. Okay. This is the the programme to to generating the X_M_L_ file and the the shot. And with the kayak you have one problems, you don't have the Real Media, so this is another thing.",Discussion,,IN1001
725,,Speaker B,00:10:05,No but w like so they are they are segments in what sense? Wh what's definition of a segment then?,Discussion,,EN2001b
45704,,Speaker C,00:33:44,"Yeah it it should be hard on the on the on the board, and you can remove the front.",Discussion,,TS3009c
1821,,Speaker A,00:45:02,But actually this all here is N_L_S_S_D_ because it was data A_ that didn't fit on my quota anymore. Okay.,Information,,EN2001e
33857,,Speaker D,00:28:07,On the same P_C_B_ yeah yeah.,Discussion,,IS1007d
15082,,Speaker B,00:09:31,It'll be copy of component design.,Discussion,,ES2010c
49111,,Speaker B,00:25:12,L_C_D_ screen. This is the on off button.,Information,,TS3012c
18737,,Speaker B,00:33:21,"Yeah, maybe we've m",Discussion,,ES2014d
40604,,Speaker A,00:25:34,"Yeah. So the keywords are primary co colours, spongey?",Information,,TS3006c
13272,,Speaker C,00:24:29,"Oh, I see, right, yeah. Oh, okay. Yeah, that's quite a good design.",Discussion,,ES2008c
8569,,Speaker D,00:07:40,gonna spend the money,Discussion,,ES2003c
42862,,Speaker A,00:39:02,"well, just about, because",Information,,TS3007d
20344,,Speaker C,00:11:15,"I was sent some information from the company saying that they, the technology department have devised a new speech recognition technology, where you can program questions into such devices.",Information,,ES2016c
29567,,Speaker A,00:18:36,But this was first step and,Information,,IS1003b
36267,,Speaker A,00:40:51,Then we still have some questions. If somebody has some questions they can ask them now. Or we can put these in the project folder as well. Maybe that's,Discussion,,TS3003d
42442,,Speaker C,00:09:02,"Yeah. Yeah, maybe yeah, perhaps you're right. , I I would I would actually agree with this sounds logical.",Decision,,TS3007d
7151,,Speaker A,01:04:03,Okay. So what you're planning on doing it is bunging it on one of the Camtasia tracks and then splicing it off the Camtasia track.,Discussion,,EN2009d
35695,,Speaker B,00:09:53,"And and for shifting up a sen c ch channel or for putting out sound or something, you can just give a sign say sound off or",Discussion,,TS3003c
31873,,Speaker D,00:18:26,"So if we use s solar cells, where is the sun if someone's watching T_V_ inside?",Information,,IS1005c
37706,,Speaker B,00:22:26,"Just save, save as?",Discussion,,TS3004d
11173,,Speaker C,00:28:40,"Yeah, if we ta if we take fifteen to thirty five, but that then does imply that we should try and incorporate voice recognition. Is that gonna have a an implication for the technical specs?",Discussion,,ES2006b
9566,,Speaker A,00:26:16,So basically not point or click,Summary,,ES2004c
24384,,Speaker B,00:24:00,Yeah. I think Hynek has got ma many papers or some papers over that. So Oh. In I think I read it.,Discussion,,IN1007
23639,,Speaker B,00:04:34,"the the difference is that we do one more step, maybe I can explain it better there. So we do one more step here, and we here by means of another H_M_M_ we introduce some kind of prior knowledge and contextual information, we get better evidences than what i we initially had here, and then we do the decoding and the and s more informative posteriors instead of this one.",Discussion,,IN1002
21568,,Speaker A,00:20:39,"Yeah, hopefully visitors don't need as much say filing space, or Yeah, they don't have that many papers. okay. So that's I have to to ask, so you don't really feel very strongly attached to this grouping by projects idea? Mm-hmm.",Information,,IB4003
35805,,Speaker A,00:26:41,maybe you can make a little drawing of it on the,Discussion,,TS3003c
31356,,Speaker C,00:22:55,"So we have the regular chip on the print, which is one.",Information,,IS1004d
26909,,Speaker D,00:17:36,So the the main components you see here are the cheapest I have found and,Information,,IS1000b
32787,,Speaker B,00:14:00,"It's a jog dial for controlling the cursor on the L_C_D_ screen. Like, selecting the menus.",Discussion,,IS1006d
46191,,Speaker D,00:25:39,"This this this isn't a SMARTboard, right?",Information,,TS3009d
14200,,Speaker B,00:03:01,", the case, we have a few options, plastic, rubber or wood. and then as far as the way it's shaped, we can do standard boring flat, which we probably don't wanna do, curved or very sexy double curved.",Information,,ES2009c
34827,,Speaker B,00:24:54,Timer. Yeah and then you can use a timer as well.,Discussion,,IS1009b
49660,,Speaker C,00:32:53,I think I like it like this more.,Discussion,,TS3012d
45994,,Speaker D,00:14:27,"Right, R_ R_S_I_ sensitive?",Discussion,,TS3009d
3025,,Speaker A,00:38:46,"Yeah. Yeah, that sounds good.",Discussion,,EN2002c
26495,,Speaker C,00:49:36,"That's the intention, yep.",Discussion,,IN1016
47464,,Speaker A,00:21:38,"Yeah, draw draw it on the board.",Discussion,,TS3011b
18178,,Speaker A,00:08:50,with the printed circuit boards you were going for the,Discussion,,ES2014c
6072,,Speaker B,00:07:23,"-huh, okay. Very nice, very pretty. It doesn't get in the way of seeing what's underneath?",Discussion,,EN2009b
48172,,Speaker A,00:25:43,Okay. we'll go further on with the the rest of the evaluation.,Discussion,,TS3011d
4880,,Speaker B,00:19:36,Silicone two is an element rather than a,Information,,EN2006a
29009,,Speaker A,00:31:20,"But you've gotta think who our target market is because I I'm not our target market. I'm a student, but",Discussion,,IS1002c
42282,,Speaker C,00:29:51,"Yeah, that's true. That's true, but at same instant, same happens when you have remote control. So",Discussion,,TS3007c
36515,,Speaker A,00:02:34,How do I I escape this s presentation?,Discussion,,TS3004b
20809,,Speaker B,00:07:47,Yeah. I mean the rooms aren't tiny if you look at the this,Information,,IB4001
6046,,Speaker C,00:03:50,"Wh a spare head? Or yes, but she's not around. So",Information,,EN2009b
28603,,Speaker D,00:18:47,"Is that for over here? Okay, alright.",Information,,IS1002b
42593,,Speaker B,00:19:12,Yeah? Cau 'cause so it's okay.,Discussion,,TS3007d
20681,,Speaker A,00:18:29,Maybe it's one because of the,Discussion,,ES2016d
25414,,Speaker A,00:44:48,"Mm yeah. Yeah yeah, Fes yeah, I think I think you can do the Festival, you can just call like this there are different kind of again, how you call the Festival, so you can just give the full there is an too. So then you will get the all the caller and other things. If if you want to like read full text, then you can say like the full text, like those syntax and then it will speak till it finishes the text.",Discussion,,IN1012
20237,,Speaker A,00:32:34,"If you, if we want the remote to do other things like or I guess the T_V_ to be able to change the tint and the colour and you know all those kind of things that are built into T_V_s, we just have that under one standard menu button where you go in, press the menu button, scroll up and down to select it.",Information,,ES2016b
38579,,Speaker B,00:12:53,"I tried to the L_C_D_ screen I tried to sort of to draw. I thought at least the icon for the volume. I don't know if there is an icon for the program, but yeah. So and then the buttons above and below the and the and the mute button also recognisable as an icon.",Information,,TS3005c
14653,,Speaker B,00:29:30,"That was pretty cool, it was a high moment of the whole experiment.",Discussion,,ES2009d
44303,,Speaker C,00:28:08,It's eighty percent of the price of the of the amount of,Discussion,,TS3008d
2961,,Speaker C,00:31:33,"Like if you're looking for something speci like, is that what you're thinking? Like if they if they know exactly where they wanna go, they wanna go to, you know, that meeting on December third, and they just wanna go there and see stuff, then they can immediately go and browse that.",Discussion,,EN2002c
15565,,Speaker A,00:11:56,"just like a magnet on the back of it and you could I mean j just to have some place to put it besides like a base. You know like a portable phone has a base, like just to have a home for it. 'Cause people just stick it on top of their T_V_, but the point of having a remote is not to have to walk over to the T_V_, so",Discussion,,ES2011a
48489,,Speaker D,00:16:29,"Everyone wants to buy it, so we w yeah.",Discussion,,TS3012b
5874,,Speaker C,00:38:06,"Yeah yeah, we aren't gonna make it to our second cookie break.",Information,,EN2006b
16264,,Speaker C,00:23:00,Yeah the broccoli I guess wins.,Discussion,,ES2011d
13956,,Speaker B,00:12:11,"Yeah, my grandparents lived on thirty second.",Information,,ES2009a
16002,,Speaker D,00:20:30,Yeah I was thinking of getting a cover for,Discussion,,ES2011c
31923,,Speaker B,00:24:49,"Yeah, m maybe the banana could be like a bit fatter than than the c c common one. But",Discussion,,IS1005c
23218,,Speaker D,00:38:17,We still have to decide for next meeting and we're all set.,Decision,,IB4011
4554,,Speaker B,01:14:38,"Oh yeah. Oh, I don't even know which one I've missed. Brussels, Amsterdam. T_N_O_, okay. See, I wasn't there. So I don't know where it was.",Information,,EN2005a
29522,,Speaker A,00:13:18,"We've made a study, so could you go to next slide. Sorry for the functional recurrence. So that's the standard method for marketing, okay. We had one hundred subjects, , we observe their remote control use in a lab and then after all the experiments they had to fill up a questionnaire, ,",Discussion,,IS1003b
23121,,Speaker C,00:30:25,"But actually I'm I'm little bit missing th some information about our movie club, I think there should be some more information.",Discussion,,IB4011
22781,,Speaker B,00:44:45,"so we have seven candidates. if you have a good short term memory that should be okay. Yeah. So Big Lebowski, Usual Suspects, Saving Private Ryan, Pulp Fiction, American Beauty, Schindler's List and Silence of the Lambs. So now let's vote. Should we vote just for one film or should each of us say give",Discussion,,IB4010
30657,,Speaker C,00:26:23,So if we go with just the,Discussion,,IS1004b
9021,,Speaker A,00:35:33,Such as it is.,Information,,ES2003d
25163,,Speaker B,00:13:53,"O yeah, yeah, overlap.",Discussion,,IN1012
6432,,Speaker C,00:18:50,i th in theory JAST is meant to have it every morning.,Information,,EN2009c
46244,,Speaker D,00:28:22,"Well these chairs, man. Really great.",Discussion,,TS3009d
45375,,Speaker C,00:08:39,"discmans for jogging and that those kind of devices, gaming devices, should define the characteristics of the device. But since we don't have a really a sports or gaming device, so we don't really have to consider that.",Discussion,,TS3009c
15312,,Speaker D,00:03:30,"Alright. so these are the criteria we're gonna ask, is it easy to use, is it fashionable yeah, I guess we should write these down so we can reference them.",Discussion,,ES2010d
18600,,Speaker C,00:21:24,"Yeah, it's got the cherry and the sponginess.",Discussion,,ES2014d
27901,,Speaker C,00:02:49,What do you have in short cut?,Summary,,IS1001b
42315,,Speaker C,00:32:37,"Yeah. That is true, that is true.",Information,,TS3007c
2523,,Speaker D,00:09:43,"Oh. Well if we're skipping the audio one, and then things got easier.",Discussion,,EN2002b
43830,,Speaker D,00:32:06,"Oh, yeah. Okay, yeah.",Discussion,,TS3008c
9428,,Speaker A,00:06:03,Fine. It's okay with me.,Discussion,,ES2004c
18024,,Speaker A,00:23:35,"Yeah. I dunno talking about vo I mean obviously if you've got voice recognition then you can do it in that way because it'll recognise the voice and you can give it a command, a set command whatever that happened to be. But you've then got the point if if you're not going with voice recognition then",Discussion,,ES2014b
34733,,Speaker D,00:08:30,"And, in order to make it really sellable we've gotta shorten the learning curve, make sure it's really intuitive and easy to use. We have to have as few buttons as possible, because more buttons is more confusion, so that's why I'm saying, simplicity is good. Finding it's important, obviously you can't use it if you can't find it. So we've gotta concentrate on the features that help you find it, and I've already said this several times but I put it down in writing here, it should be an attractive impulse purchase at twenty five Euros. So it has to have enough value that when somebody looks at it they say, twenty five Euros I'm not gonna take that. Has to be so great that they're gonna say, twenty five Euros isn't much. and then maybe a motto, like we put fashion in electronics might be something we can use in our marketing campaign. Okay that's about it for me right now.",Discussion,,IS1009b
4901,,Speaker C,00:21:01,"But saying that isn't the same as saying we've seen that in a spectrum, whereas a broad line quasar, someone has looked at it and they've seen a broad line.",Information,,EN2006a
33866,,Speaker D,00:29:07,Do you require different types of P_C_B_s and,Discussion,,IS1007d
28217,,Speaker A,00:07:51,To have the light always on?,Discussion,,IS1001c
1016,,Speaker A,00:50:01,Yep. Should be possible.,Discussion,,EN2001b
42958,,Speaker D,00:02:18,"Come on, move it.",Discussion,,TS3008a
11338,,Speaker B,00:19:43,"And i it would be like I mean if you could make it integrate with the T_V_ then it could come up with new information about what's on, and you could just see that on the remote rather than",Discussion,,ES2006c
6322,,Speaker B,00:04:04,"Yeah. No, I'm just try I'm trying to l think of the things that could go wrong. but since I haven't tried it this particular way, you know, but yeah, that sounds good. So i so you say we haven't finalised what the G_D_F_ looks like. Is that an implicit request for me to do something? Or",Discussion,,EN2009c
14836,,Speaker A,00:06:50,Alright. Now we have Courtney with the functional requirements.,Discussion,,ES2010b
4504,,Speaker D,01:06:32,"And I mean it seems to me that chunking should have some kind of so if if your dialogue act segmenter says there's there's a segment here, but your chunker said no, this is a coherent chunk, then y y you know, w I mean maybe they could work together to do a better job than",Discussion,,EN2005a
21096,,Speaker D,00:01:39,go through that first.,Discussion,,IB4002
364,,Speaker E,00:52:31,"Yeah, if you if you enter the big room, in the right-hand corner, I think. the thing is like you can only burn from the local file-system. So if it's from s well actually I think if it's mounted, you can directly burn from there, but the problem is I have my data on beefy and so I have to get it into the local temp directory and burn it from there. But you can burn it from there.",Discussion,,EN2001a
31362,,Speaker A,00:23:21,Okay so I'll remove it.,Discussion,,IS1004d
42903,,Speaker C,00:42:33,"It's not double. , it's not double anymore, eh?",Discussion,,TS3007d
5696,,Speaker B,00:24:33,I think that's right.,Discussion,,EN2006b
9301,,Speaker D,00:25:21,"Do we have to initially , you know looking at the findings here, focus on",Discussion,,ES2004b
30598,,Speaker B,00:14:55,'Cause the thing is what a what we the presen this presentation we had is what we want the remote control to actually do. And obviously the the simplest thing that a remote control does is it just change the change the channel. Now,Discussion,,IS1004b
24144,,Speaker A,00:31:27,"Like this, yeah, mm mm mm, okay.",Information,,IN1005
4749,,Speaker C,00:08:07,I don't remember what we were doing with nebulae.,Discussion,,EN2006a
12862,,Speaker C,00:13:21,or should we just stick to just stick to having television television related buttons on it?,Discussion,,ES2008a
25737,,Speaker B,00:33:30,. . Ok ok ok,Discussion,,IN1013
14230,,Speaker C,00:08:27,"I like it, I like it.",Discussion,,ES2009c
39056,,Speaker D,00:10:49,"Also huh -huh the buttons, are they easy to find? That was a big requirement of the old people.",Information,,TS3005d
37151,,Speaker C,00:24:37,"Okay, then we we use m must use the second most expensive chip. So th so the regular chip. Because we use scroll wheels.",Action_Item,,TS3004c
18009,,Speaker D,00:21:59,"Youn young people pref Yeah, they s they said that they'd be interested in a remote control which offered that possibility and as you go up through the age groups, people got less and less interested in sort of a a remote control that you could talk to, so.",Discussion,,ES2014b
12061,,Speaker A,00:19:08,"whether it's what goes into the box, somehow.",Discussion,,ES2007a
39038,,Speaker A,00:10:13,Well I'd say two on a scale,Discussion,,TS3005d
38304,,Speaker D,00:24:52,"Yeah. After two minutes, yeah two three minutes, yeah.",Discussion,,TS3005b
48243,,Speaker A,00:32:47,That sounds quite scary.,Discussion,,TS3011d
19602,,Speaker A,00:08:42,something I'm going to,Action_Item,,ES2015d
1737,,Speaker D,00:31:08,"No, I don't get that on my machine.",Discussion,,EN2001e
6681,,Speaker C,00:06:04,"Th th th yeah, the it should still come out that the little sketch I asked this p for for last week about N_X_T_ and whether it would have that sort of tiered effect so you could see the overlap of where one person is looking compared to the other and their mouse movements and things. That that should ra address all that. Mm-hmm. But but because it's also in the i based on the the time course of the procedure you'll be able to basically get the scan path of the pattern of events from that as well.",Summary,,EN2009d
1362,,Speaker B,00:36:23,"Yeah, so if I mean I don't mind where it's done. So if the data manager filters it out and like I just think that in in the logic of the programme it's it's much easier to justify why we say we treat a series of meetings as one single thing rather than w",Discussion,,EN2001d
2930,,Speaker B,00:27:59,Depends how you treat your compound nouns.,Discussion,,EN2002c
41683,,Speaker A,00:15:12,Do you have a rabbit at home?,Discussion,,TS3007a
35602,,Speaker A,00:29:27,is allowed in the budget we have?,Information,,TS3003b
15546,,Speaker C,00:09:11,Sorry can you just say that what's the what are our price goals again?,Discussion,,ES2011a
21695,,Speaker C,00:01:15,And I also checked with Maggie and Pierrette.,Discussion,,IB4004
26678,,Speaker A,00:12:02,"Okay, there you go. So what favourite characteristics. . Dogs are always friendly and loyal and fun.",Discussion,,IS1000a
1540,,Speaker D,00:05:58,"Oh right, I see.",Discussion,,EN2001e
43549,,Speaker A,00:10:57,"Yeah. Yeah, it's okay.",Discussion,,TS3008c
28801,,Speaker B,00:06:28,"I would guess this like this pen would be kinda like a double-curved, where it's curved on m m multiple axes, right? I think curved means just curved in one axis and double-curved is curved in two axes",Discussion,,IS1002c
40541,,Speaker A,00:21:22,Oh yeah. Least you can easily see it.,Discussion,,TS3006c
20883,,Speaker B,00:14:50,"Two. Well, which W There's three two person rooms.",Information,,IB4001
7533,,Speaker C,00:20:11,"Well, did you not say it was the the adults that were going for the the voice recognition? Sort of the the older group.",Discussion,,ES2002b
25089,,Speaker B,00:07:08,"Oh, you've got the s",Discussion,,IN1012
48835,,Speaker C,00:03:14,Let's see where my,Discussion,,TS3012c
39882,,Speaker D,00:18:12,"Yeah well like l li like some like some some remotes who are out there, which I know, there's one button which is very easy to switch between devices. So you can switch to your video and then the same buttons control your video. And another function I'll think of switch to your media centre, because that's getting very popular. And then use your Windows media centre under your T_V_ with the same remote control. So with the switch, one single switch",Discussion,,TS3006a
20465,,Speaker C,00:32:01,rid of that because gonna use a battery. And the base station might not be necessary.,Information,,ES2016c
35200,,Speaker D,00:20:43,"so they'll be our main selling points. So th those have been fulfilled by your prototype and go ahead to the next slide please. Okay, so the shape I think is a a one. That's really, really excellent shape. The size is small and th these points are in the importance for the, for the marketing, these aren't i in how I feel. I think that it's I think that it's plenty small enough to sell but I think we're sort of right the scale is one to seven. I think we're sort of right in the middle as far as c other competitors.",Discussion,,IS1009d
44719,,Speaker A,00:15:24,We also just released a T_F_T_ thing I saw.,Discussion,,TS3009a
11431,,Speaker B,00:28:54,"Yeah, but y your spinning wheel tends to go to one side.",Discussion,,ES2006c
14571,,Speaker D,00:23:00,"Hmm, very much so.",Discussion,,ES2009d
28240,,Speaker C,00:10:18,"Mm. Yeah, I think that if you put the cover it will be even more difficult for the user.",Discussion,,IS1001c
2350,,Speaker B,00:31:43,"Well, it doesn't matter for me. I mean three three or after what?",Discussion,,EN2002a
11927,,Speaker D,00:04:31,"Oh my gosh, I'm never gonna be able to draw that well.",Discussion,,ES2007a
41501,,Speaker D,00:44:05,Yeah? How do you do it?,Discussion,,TS3006d
45486,,Speaker B,00:19:35,"And oh I think as you can see so, the L_C_D_ screen does look better at the lower end, or at the bottom. But",Discussion,,TS3009c
8999,,Speaker C,00:33:14,"Yeah, that woulda been pretty good.",Discussion,,ES2003d
39847,,Speaker B,00:15:01,"I got some requirements it has it has to be user-friendly. really easy to use buttons, not not very small buttons, but not the the also the big big buttons, but just normal buttons. It has to be a small unit. It has to be yeah, you can take it with you everywhere in in your house. So it has n has not to be l yeah, gigantic machine.",Discussion,,TS3006a
45583,,Speaker A,00:26:01,Okay. And well the the electrical cable is just normal .,Information,,TS3009c
28844,,Speaker B,00:11:36,"Instead of play, stop, rewind, and fast forward there, that's up, down, louder, and quieter.",Discussion,,IS1002c
16111,,Speaker D,00:06:48,Right what happens is we have to decide whether this this whole,Decision,,ES2011d
3105,,Speaker B,00:46:59,"So if it m so yeah, if you return seventy five, wh where do you stop? How do you rank them or something. Or returns twenty, even if it returns twenty, do you cut off at ten, do you rank them, do you what's the threshold? Something like that would be",Discussion,,EN2002c
41497,,Speaker A,00:43:37,"And you can just relax and have cup of coffee or oh no, they don't have beer here so you can't celebrate. You can just if you ma finish my presentation please.",Information,,TS3006d
34926,,Speaker C,00:06:42,Going to the nex next.,Action_Item,,IS1009c
27778,,Speaker B,00:04:09,Can I give you the no? But I don't have to say anything.,Discussion,,IS1001a
4118,,Speaker B,00:42:23,"Right, I'm mobile. Alright.",Discussion,,EN2004a
27857,,Speaker A,00:11:32,Maybe we can have,Discussion,,IS1001a
951,,Speaker B,00:39:51,"Yeah, I think if we work together on an on an entropy based score. It's let me see if I can demonstrate",Discussion,,EN2001b
27115,,Speaker C,00:10:51,Yeah so I'll I'll go with that actually so,Discussion,,IS1000c
46441,,Speaker C,00:06:29,"Ten minutes to tell it. Okay. I think it will be a few minutes and First I will tell you something about the findings, what I discovered about the remote control. The working bout it of it.",Discussion,,TS3010b
1469,,Speaker D,00:49:13,"No, like different measures to the display.",Information,,EN2001d
3454,,Speaker D,00:26:58,No. I'd expect somewhere ten to fifteen pages.,Discussion,,EN2002d
2791,,Speaker A,00:11:48,"On your home directory, not in the okay.",Discussion,,EN2002c
9341,,Speaker C,00:31:48,Yeah and if yeah if you if you had if you had one of those just coming back to your other point about pressing the button and setting off the bleeper in the room that could,Discussion,,ES2004b
39185,,Speaker A,00:16:29,"Yeah, but a har",Discussion,,TS3005d
47819,,Speaker C,00:29:41,Okay. So you will be on the Bahamas.,Discussion,,TS3011c
2329,,Speaker A,00:30:35,Yeah. That's cool. Yeah. In the morning.,Discussion,,EN2002a
12260,,Speaker A,00:26:17,"Well, not necessarily. But we have to incorporate it.",Discussion,,ES2007b
2141,,Speaker C,00:13:44,"Because I'm I'm just, you know, I go into the lab and I say right, what am I gonna change today. You know? And it kind of just it just develops, I'm not aiming for anything. Do we wanna aim for something?",Discussion,,EN2002a
7122,,Speaker C,01:00:42,"No, they're they're on two s the two separate machines and the you you start and end them separately. The they they're not talking to each other. They're just recording. You start it recording and it starts recording what's on one screen. And you start the other recording on the other machine. And they're they're totally separate. They don't know about the other one.",Discussion,,EN2009d
1970,,Speaker D,01:03:35,So may we probably want a different summary constructor that takes an an additional argument of an I_D_. And it will that w utterance will always be in the summary.,Summary,,EN2001e
32033,,Speaker A,00:06:53,"No, because you think, why not.",Discussion,,IS1006a
24412,,Speaker A,00:28:04,"He has all kinds of speech recognition results, right. It was the first time you start using the cluster, I remember, or some some parallel processing. That was a big thing here.",Discussion,,IN1007
15946,,Speaker A,00:15:16,"Yeah, that you can flip over, yeah, yeah.",Discussion,,ES2011c
19935,,Speaker C,00:06:31,one thing I thought of with the remote control is you always lose 'em.,Information,,ES2016a
10720,,Speaker A,00:05:19,A a more friendly type of,Discussion,,ES2005d
46950,,Speaker D,00:05:34,"And in the end, we will c count an average",Discussion,,TS3010d
7562,,Speaker D,00:26:50,"And like on the means b Since we're on the topic of the technology, are there any like what are our options? Alright, what's what i in Is this the only way that we go about it, or are there other thin",Discussion,,ES2002b
36893,,Speaker C,00:01:39,I received an email with a few possibilities on the materials. So I'll discuss them with you. Yeah.,Information,,TS3004c
7008,,Speaker B,00:48:28,"Okay, so w all I'm I'm doing is kind of worrying out loud about all the things that will happen that we'll miss by th a simple view of for example regions and looking at at triangle one. When is triangle one not triangle one anymore. does it s keep its identity.",Information,,EN2009d
18931,,Speaker A,00:11:27,It looks kinda like a person.,Discussion,,ES2015a
30358,,Speaker A,00:30:11,The thing now is to to sell it.,Information,,IS1003d
1069,,Speaker D,00:02:02,"That's Vera's data on the display. But the segments are just made up, aren't they.",Information,,EN2001d
41083,,Speaker C,00:16:41,We went straight into finance?,Discussion,,TS3006d
36453,,Speaker C,00:18:09,"Yeah, and and you just have normal batteries that you can recharge and just put it in the station, or you can change your batteries, so.",Discussion,,TS3004a
29615,,Speaker B,00:23:56,"the global usage, so if people don't have the technology.",Discussion,,IS1003b
10447,,Speaker A,00:18:43,"Okay so, here are a a plastic,",Information,,ES2005c
15553,,Speaker A,00:10:19,", I don't know what these mean because I didn't actually make the slide-show. Experience with remote control. So I guess we have to reflect on our experiences with remote controls to decide what we would like to see in a convenient, practical,",Decision,,ES2011a
15025,,Speaker A,00:27:29,"Y right, right right right. That one?",Discussion,,ES2010b
11811,,Speaker B,00:25:28,"Yeah, I think Jen wants it to vibrate.",Discussion,,ES2006d
17657,,Speaker B,00:18:57,We have the worry about how robust it will be if it's it's curved as a banana but spongy. I think yeah.,Discussion,,ES2013d
48789,,Speaker A,00:39:24,"small buttons here for some extra functions, so if your basic function's here, we should like we decided before, programmes up and down,",Decision,,TS3012b
12762,,Speaker A,00:17:17,"Oh no I thi I put it in one of my e-mails that I sent off. that, you know, it's marketable in the sense that it's whilst all these other remotes actually do give you repetitive strain injury, our one does the complete opposite, you know, so that's something that's new, which is one of the criteria they asked us to come up with something with something new.",Information,,ES2007d
16097,,Speaker A,00:04:10,"if you wanna look in your project documents folder, there's an Excel spreadsheet.",Discussion,,ES2011d
34842,,Speaker A,00:28:26,Do we look at one target group?,Discussion,,IS1009b
25580,,Speaker D,00:14:11,"Yeah there yeah, yeah. Yeah. Yeah, yeah. Four point eight or something.",Discussion,,IN1013
19184,,Speaker C,00:33:33,"That, yeah, that's a good idea.",Discussion,,ES2015b
44532,,Speaker A,00:44:35,"Okay, well we leave it like this. Then it's c then we're yeah.",Information,,TS3008d
41744,,Speaker D,00:21:17,"Look, you got some cheap remote controls there.",Discussion,,TS3007a
23306,,Speaker A,00:12:45,Alpha times the maximum of the other ones. Of the other ones.,Discussion,,IN1001
39853,,Speaker A,00:16:04,I think the best is to go to work.,Discussion,,TS3006a
33616,,Speaker A,00:00:48,So in last meeting we have discussed the conceptual design and we asked you to prepare a prototype for the,Information,,IS1007d
35022,,Speaker B,00:27:31,Trendy design and compact.,Discussion,,IS1009c
23623,,Speaker A,00:56:27,"Yeah. Yeah, yeah. Yeah.",Discussion,,IN1001
40822,,Speaker B,00:40:58,No flipping or you wanted the flipping so,Discussion,,TS3006c
15542,,Speaker C,00:08:34,You're dragging a you have a tail.,Discussion,,ES2011a
21864,,Speaker A,00:21:48,"No okay, no way. I'll I'll have my head cut off if we don't have a lounge. So",Discussion,,IB4004
33236,,Speaker C,00:05:29,It's field programmable something array. Yeah.,Discussion,,IS1007b
