sentence_id,transcript_id,timestamp,speaker,sentence,selected_label
39056,TS3005d,00:10:49,Speaker D,"Also huh -huh the buttons, are they easy to find? That was a big requirement of the old people.",Information
37151,TS3004c,00:24:37,Speaker C,"Okay, then we we use m must use the second most expensive chip. So th so the regular chip. Because we use scroll wheels.",Action_Item
18009,ES2014b,00:21:59,Speaker D,"Youn young people pref Yeah, they s they said that they'd be interested in a remote control which offered that possibility and as you go up through the age groups, people got less and less interested in sort of a a remote control that you could talk to, so.",Discussion
12061,ES2007a,00:19:08,Speaker A,"whether it's what goes into the box, somehow.",Discussion
39038,TS3005d,00:10:13,Speaker A,Well I'd say two on a scale,Discussion
38304,TS3005b,00:24:52,Speaker D,"Yeah. After two minutes, yeah two three minutes, yeah.",Discussion
48243,TS3011d,00:32:47,Speaker A,That sounds quite scary.,Discussion
19602,ES2015d,00:08:42,Speaker A,something I'm going to,Action_Item
1737,EN2001e,00:31:08,Speaker D,"No, I don't get that on my machine.",Discussion
6681,EN2009d,00:06:04,Speaker C,"Th th th yeah, the it should still come out that the little sketch I asked this p for for last week about N_X_T_ and whether it would have that sort of tiered effect so you could see the overlap of where one person is looking compared to the other and their mouse movements and things. That that should ra address all that. Mm-hmm. But but because it's also in the i based on the the time course of the procedure you'll be able to basically get the scan path of the pattern of events from that as well.",Summary
1362,EN2001d,00:36:23,Speaker B,"Yeah, so if I mean I don't mind where it's done. So if the data manager filters it out and like I just think that in in the logic of the programme it's it's much easier to justify why we say we treat a series of meetings as one single thing rather than w",Discussion
2930,EN2002c,00:27:59,Speaker B,Depends how you treat your compound nouns.,Discussion
41683,TS3007a,00:15:12,Speaker A,Do you have a rabbit at home?,Discussion
35602,TS3003b,00:29:27,Speaker A,is allowed in the budget we have?,Information
15546,ES2011a,00:09:11,Speaker C,Sorry can you just say that what's the what are our price goals again?,Discussion
21695,IB4004,00:01:15,Speaker C,And I also checked with Maggie and Pierrette.,Discussion
26678,IS1000a,00:12:02,Speaker A,"Okay, there you go. So what favourite characteristics. . Dogs are always friendly and loyal and fun.",Discussion
1540,EN2001e,00:05:58,Speaker D,"Oh right, I see.",Discussion
43549,TS3008c,00:10:57,Speaker A,"Yeah. Yeah, it's okay.",Discussion
28801,IS1002c,00:06:28,Speaker B,"I would guess this like this pen would be kinda like a double-curved, where it's curved on m m multiple axes, right? I think curved means just curved in one axis and double-curved is curved in two axes",Discussion
40541,TS3006c,00:21:22,Speaker A,Oh yeah. Least you can easily see it.,Discussion
20883,IB4001,00:14:50,Speaker B,"Two. Well, which W There's three two person rooms.",Information
7533,ES2002b,00:20:11,Speaker C,"Well, did you not say it was the the adults that were going for the the voice recognition? Sort of the the older group.",Discussion
25089,IN1012,00:07:08,Speaker B,"Oh, you've got the s",Discussion
48835,TS3012c,00:03:14,Speaker C,Let's see where my,Discussion
39882,TS3006a,00:18:12,Speaker D,"Yeah well like l li like some like some some remotes who are out there, which I know, there's one button which is very easy to switch between devices. So you can switch to your video and then the same buttons control your video. And another function I'll think of switch to your media centre, because that's getting very popular. And then use your Windows media centre under your T_V_ with the same remote control. So with the switch, one single switch",Discussion
20465,ES2016c,00:32:01,Speaker C,rid of that because gonna use a battery. And the base station might not be necessary.,Information
35200,IS1009d,00:20:43,Speaker D,"so they'll be our main selling points. So th those have been fulfilled by your prototype and go ahead to the next slide please. Okay, so the shape I think is a a one. That's really, really excellent shape. The size is small and th these points are in the importance for the, for the marketing, these aren't i in how I feel. I think that it's I think that it's plenty small enough to sell but I think we're sort of right the scale is one to seven. I think we're sort of right in the middle as far as c other competitors.",Discussion
44719,TS3009a,00:15:24,Speaker A,We also just released a T_F_T_ thing I saw.,Discussion
11431,ES2006c,00:28:54,Speaker B,"Yeah, but y your spinning wheel tends to go to one side.",Discussion
14571,ES2009d,00:23:00,Speaker D,"Hmm, very much so.",Discussion
28240,IS1001c,00:10:18,Speaker C,"Mm. Yeah, I think that if you put the cover it will be even more difficult for the user.",Discussion
2350,EN2002a,00:31:43,Speaker B,"Well, it doesn't matter for me. I mean three three or after what?",Discussion
11927,ES2007a,00:04:31,Speaker D,"Oh my gosh, I'm never gonna be able to draw that well.",Discussion
41501,TS3006d,00:44:05,Speaker D,Yeah? How do you do it?,Discussion
45486,TS3009c,00:19:35,Speaker B,"And oh I think as you can see so, the L_C_D_ screen does look better at the lower end, or at the bottom. But",Discussion
8999,ES2003d,00:33:14,Speaker C,"Yeah, that woulda been pretty good.",Discussion
39847,TS3006a,00:15:01,Speaker B,"I got some requirements it has it has to be user-friendly. really easy to use buttons, not not very small buttons, but not the the also the big big buttons, but just normal buttons. It has to be a small unit. It has to be yeah, you can take it with you everywhere in in your house. So it has n has not to be l yeah, gigantic machine.",Discussion
45583,TS3009c,00:26:01,Speaker A,Okay. And well the the electrical cable is just normal .,Information
28844,IS1002c,00:11:36,Speaker B,"Instead of play, stop, rewind, and fast forward there, that's up, down, louder, and quieter.",Discussion
16111,ES2011d,00:06:48,Speaker D,Right what happens is we have to decide whether this this whole,Decision
3105,EN2002c,00:46:59,Speaker B,"So if it m so yeah, if you return seventy five, wh where do you stop? How do you rank them or something. Or returns twenty, even if it returns twenty, do you cut off at ten, do you rank them, do you what's the threshold? Something like that would be",Discussion
41497,TS3006d,00:43:37,Speaker A,"And you can just relax and have cup of coffee or oh no, they don't have beer here so you can't celebrate. You can just if you ma finish my presentation please.",Information
34926,IS1009c,00:06:42,Speaker C,Going to the nex next.,Action_Item
27778,IS1001a,00:04:09,Speaker B,Can I give you the no? But I don't have to say anything.,Discussion
4118,EN2004a,00:42:23,Speaker B,"Right, I'm mobile. Alright.",Discussion
27857,IS1001a,00:11:32,Speaker A,Maybe we can have,Discussion
951,EN2001b,00:39:51,Speaker B,"Yeah, I think if we work together on an on an entropy based score. It's let me see if I can demonstrate",Discussion
27115,IS1000c,00:10:51,Speaker C,Yeah so I'll I'll go with that actually so,Discussion
46441,TS3010b,00:06:29,Speaker C,"Ten minutes to tell it. Okay. I think it will be a few minutes and First I will tell you something about the findings, what I discovered about the remote control. The working bout it of it.",Discussion
1469,EN2001d,00:49:13,Speaker D,"No, like different measures to the display.",Information
3454,EN2002d,00:26:58,Speaker D,No. I'd expect somewhere ten to fifteen pages.,Discussion
2791,EN2002c,00:11:48,Speaker A,"On your home directory, not in the okay.",Discussion
9341,ES2004b,00:31:48,Speaker C,Yeah and if yeah if you if you had if you had one of those just coming back to your other point about pressing the button and setting off the bleeper in the room that could,Discussion
39185,TS3005d,00:16:29,Speaker A,"Yeah, but a har",Discussion
47819,TS3011c,00:29:41,Speaker C,Okay. So you will be on the Bahamas.,Discussion
2329,EN2002a,00:30:35,Speaker A,Yeah. That's cool. Yeah. In the morning.,Discussion
12260,ES2007b,00:26:17,Speaker A,"Well, not necessarily. But we have to incorporate it.",Discussion
2141,EN2002a,00:13:44,Speaker C,"Because I'm I'm just, you know, I go into the lab and I say right, what am I gonna change today. You know? And it kind of just it just develops, I'm not aiming for anything. Do we wanna aim for something?",Discussion
7122,EN2009d,01:00:42,Speaker C,"No, they're they're on two s the two separate machines and the you you start and end them separately. The they they're not talking to each other. They're just recording. You start it recording and it starts recording what's on one screen. And you start the other recording on the other machine. And they're they're totally separate. They don't know about the other one.",Discussion
1970,EN2001e,01:03:35,Speaker D,So may we probably want a different summary constructor that takes an an additional argument of an I_D_. And it will that w utterance will always be in the summary.,Summary
32033,IS1006a,00:06:53,Speaker A,"No, because you think, why not.",Discussion
24412,IN1007,00:28:04,Speaker A,"He has all kinds of speech recognition results, right. It was the first time you start using the cluster, I remember, or some some parallel processing. That was a big thing here.",Discussion
15946,ES2011c,00:15:16,Speaker A,"Yeah, that you can flip over, yeah, yeah.",Discussion
19935,ES2016a,00:06:31,Speaker C,one thing I thought of with the remote control is you always lose 'em.,Information
10720,ES2005d,00:05:19,Speaker A,A a more friendly type of,Discussion
46950,TS3010d,00:05:34,Speaker D,"And in the end, we will c count an average",Discussion
7562,ES2002b,00:26:50,Speaker D,"And like on the means b Since we're on the topic of the technology, are there any like what are our options? Alright, what's what i in Is this the only way that we go about it, or are there other thin",Discussion
36893,TS3004c,00:01:39,Speaker C,I received an email with a few possibilities on the materials. So I'll discuss them with you. Yeah.,Information
7008,EN2009d,00:48:28,Speaker B,"Okay, so w all I'm I'm doing is kind of worrying out loud about all the things that will happen that we'll miss by th a simple view of for example regions and looking at at triangle one. When is triangle one not triangle one anymore. does it s keep its identity.",Information
18931,ES2015a,00:11:27,Speaker A,It looks kinda like a person.,Discussion
30358,IS1003d,00:30:11,Speaker A,The thing now is to to sell it.,Information
1069,EN2001d,00:02:02,Speaker D,"That's Vera's data on the display. But the segments are just made up, aren't they.",Information
41083,TS3006d,00:16:41,Speaker C,We went straight into finance?,Discussion
36453,TS3004a,00:18:09,Speaker C,"Yeah, and and you just have normal batteries that you can recharge and just put it in the station, or you can change your batteries, so.",Discussion
29615,IS1003b,00:23:56,Speaker B,"the global usage, so if people don't have the technology.",Discussion
10447,ES2005c,00:18:43,Speaker A,"Okay so, here are a a plastic,",Information
15553,ES2011a,00:10:19,Speaker A,", I don't know what these mean because I didn't actually make the slide-show. Experience with remote control. So I guess we have to reflect on our experiences with remote controls to decide what we would like to see in a convenient, practical,",Decision
15025,ES2010b,00:27:29,Speaker A,"Y right, right right right. That one?",Discussion
11811,ES2006d,00:25:28,Speaker B,"Yeah, I think Jen wants it to vibrate.",Discussion
17657,ES2013d,00:18:57,Speaker B,We have the worry about how robust it will be if it's it's curved as a banana but spongy. I think yeah.,Discussion
48789,TS3012b,00:39:24,Speaker A,"small buttons here for some extra functions, so if your basic function's here, we should like we decided before, programmes up and down,",Decision
12762,ES2007d,00:17:17,Speaker A,"Oh no I thi I put it in one of my e-mails that I sent off. that, you know, it's marketable in the sense that it's whilst all these other remotes actually do give you repetitive strain injury, our one does the complete opposite, you know, so that's something that's new, which is one of the criteria they asked us to come up with something with something new.",Information
16097,ES2011d,00:04:10,Speaker A,"if you wanna look in your project documents folder, there's an Excel spreadsheet.",Discussion
34842,IS1009b,00:28:26,Speaker A,Do we look at one target group?,Discussion
25580,IN1013,00:14:11,Speaker D,"Yeah there yeah, yeah. Yeah. Yeah, yeah. Four point eight or something.",Discussion
19184,ES2015b,00:33:33,Speaker C,"That, yeah, that's a good idea.",Discussion
44532,TS3008d,00:44:35,Speaker A,"Okay, well we leave it like this. Then it's c then we're yeah.",Information
41744,TS3007a,00:21:17,Speaker D,"Look, you got some cheap remote controls there.",Discussion
23306,IN1001,00:12:45,Speaker A,Alpha times the maximum of the other ones. Of the other ones.,Discussion
39853,TS3006a,00:16:04,Speaker A,I think the best is to go to work.,Discussion
33616,IS1007d,00:00:48,Speaker A,So in last meeting we have discussed the conceptual design and we asked you to prepare a prototype for the,Information
35022,IS1009c,00:27:31,Speaker B,Trendy design and compact.,Discussion
23623,IN1001,00:56:27,Speaker A,"Yeah. Yeah, yeah. Yeah.",Discussion
40822,TS3006c,00:40:58,Speaker B,No flipping or you wanted the flipping so,Discussion
15542,ES2011a,00:08:34,Speaker C,You're dragging a you have a tail.,Discussion
21864,IB4004,00:21:48,Speaker A,"No okay, no way. I'll I'll have my head cut off if we don't have a lounge. So",Discussion
33236,IS1007b,00:05:29,Speaker C,It's field programmable something array. Yeah.,Discussion
32638,IS1006d,00:00:33,Speaker A,"So, now it's the Hi Sammy. It's the detail design meeting, so we're going last meeting. So , first Mark and Rama are going to present the prototype. then Sammy will propose some crite cr criteria to evaluate this prototype. Then, w we",Action_Item
4289,EN2005a,00:18:18,Speaker B,"Yeah, c I just think well, I mean it all of these things when they encounter a new genre of of actual data, then they end up modifying building new kinds of relations with new kinds of semantics and adding them. That's the entire history of these.",Discussion
23092,IB4011,00:27:04,Speaker B,"Yeah. No, I think the summary is i is quite good, and especially I think it well mm when you read it you just want to go to see the movie. I think it looks funny for me. I haven't seen the movie, but the summary looks funny.",Summary
7788,ES2002c,00:32:07,Speaker D,"I've had kinetic things before, and the the the one issue we need to keep in mind with them is that you're committing the user to moving it, and watches yeah",Action_Item
31888,IS1005c,00:20:51,Speaker D,Which is the same area.,Information
9463,ES2004c,00:11:21,Speaker D,"Hmm. Mm-hmm. Mm. Could I just ask referring back to solar charging, is that compatible with standard batteries? I mean, could people put standard batteries in but with a s you know they could leave it in the sunlight for solar charging or the two things not compatible?",Discussion
42305,TS3007c,00:31:43,Speaker B,"Ye I I think best would be to put it in and make it an menu option. You can put on Yeah. And you can just s when you buy it, you can select personal preference, parental control on, and the password or something.",Discussion
34598,IS1009a,00:00:54,Speaker A,Okay. Everybody ready? I think the first thing we do is introduce ourselves,Discussion
43715,TS3008c,00:24:53,Speaker C,But I've got a the email with with the possibilities. And L_C_D_ was a possibility for the remote control. So why don't we use it.,Discussion
10150,ES2005b,00:15:51,Speaker A,"And a novel feature which we just brought up was this this automatic speech recognition feature or noise detection feature for when you lose the remote, there could be a little microphone on it, and any noise over a certain threshold it'll pick up as a a distress signal from you and it'll beep back and say you know oh here I am or something of this sort.",Discussion
16515,ES2012b,00:16:13,Speaker B,They're not used often but they are quite important when they're used. Yeah.,Information
23775,IN1002,00:21:22,Speaker A,"Was it insured, any idea?",Discussion
19360,ES2015c,00:19:27,Speaker A,"Well, if they're raised up buttons. So that you can feel them. We were talking about it being more",Information
36013,TS3003d,00:15:38,Speaker D,But how does scroll-wheel work here?,Discussion
36936,TS3004c,00:07:40,Speaker D,maybe a see-through one in a a fruit front. Because it's it's hot. And some basic colour fronts.,Discussion
15265,ES2010c,00:27:59,Speaker B,"The only problem is we're using a latex overlay so it actually would go over top of everything and have holes for the buttons, so I was thinking maybe instead of doing that what we could do is leave a space for where the logo should be.",Discussion
13098,ES2008b,00:33:22,Speaker A,"And we also want it to be fashionable, which I'm not sure if that's a function so much as a yeah",Information
18799,ES2014d,00:40:54,Speaker B,"Yeah, I suppose and then be going out and finding more information each time and then diff things will be relevant.",Discussion
4068,EN2004a,00:37:58,Speaker C,"Oh, I had one guy, one of the project managers was he had a really weird accent and he was calling one guy Mister Ed. His name was Ed, and it took me a whole time to, you find out that it was actually Mister Ed. Or",Information
34394,IS1008c,00:24:40,Speaker A,How much you can,Discussion
24748,IN1008,00:41:34,Speaker D,Then it's random. And that's why you get these values which are random.,Discussion
25270,IN1012,00:29:46,Speaker B,"Yeah, but nobody you know, it's those new systems are still not general, like you know, like those P_L_P_ and M_F_C_C_s, because everybody knows that di it worked somehow, right, for any kind of data. That's why they're comparing to to that, so. Once somebody will come with something new, okay, he he's showing it works for some datas, but still yeah, yeah. First it's difficult to to show that it works for all all the datas, right, because it's really and",Discussion
48637,TS3012b,00:28:55,Speaker C,"Hmm. These are comfort issues. So I think people will pay they wanted to pay for comfort. Well, this is comfort.",Discussion
23807,IN1002,00:24:48,Speaker D,"Maybe at least they will give some number others, like they can.",Discussion
27575,IS1000d,00:29:04,Speaker D,"Yeah I think yeah it should be possible like what we do with the mobile phone, yeah.",Discussion
38156,TS3005b,00:12:12,Speaker D,"Important issues about the remote. I think it would be better with a personal reference, but okay. Remote control has to have to have a low power usage, because s w",Discussion
27419,IS1000d,00:19:45,Speaker D,It's will be embedded there so it won't be really you know protruding or something.,Discussion
46697,TS3010c,00:14:22,Speaker D,"So, well how we did do that? , well we made an investigation of the market, by Trendwatchers. They watch in cities like Paris and Milan. Of course, well known for their trend trends.",Discussion
36382,TS3004a,00:12:34,Speaker A,"The production cost are about half the price of selling price, sorry.",Information
24860,IN1008,00:55:21,Speaker A,And they are plug in the on the X_L_R_? Or,Information
13584,ES2008d,00:21:40,Speaker A,Let me one more space. Gonna zoom in real quick.,Discussion
28505,IS1002b,00:03:48,Speaker C,"Yeah bu but we we're designing only the remote, we not design the T_V_. So we're gonna be removing the teletext out of any T_V_",Discussion
35686,TS3003c,00:07:12,Speaker A,Okay. Thank you. Any questions about the the trends? Mayb,Discussion
46059,TS3009d,00:17:52,Speaker D,"Yeah, we need to have the the L_C_D_ screen.",Action_Item
41129,TS3006d,00:20:27,Speaker D,"F I don't know where. So that's very true, I guess, for our case.",Discussion
2714,EN2002c,00:00:47,Speaker C,Hmm. Did you wanna take a look at comments. There's more,Discussion
26987,IS1000b,00:31:14,Speaker C,"three like this, actually, and four five six like that and you can have keys like this in form like",Information
48253,TS3011d,00:33:26,Speaker A,"M Yeah, ten or five.",Discussion
22993,IB4011,00:15:41,Speaker C,ninety one ninety one .,Discussion
34817,IS1009b,00:22:23,Speaker B,"And and and it is one more point which I noted it down, like the material which which which is used for remotes should be human friendly it should not cause any skin disease or something some al allergy to either children or to ad adult person. And it should have an it can have an alarm clock a a person if some if somebody wants to get up at around eight eight P_M_ then he can set the time and it can be used as an alarm clock, and I don't think it will cost much to set an alarm clock inside a remote.",Discussion
37138,TS3004c,00:23:26,Speaker C,"Yeah, and and we can use the home station kind of thing. cases, flat, so uncurved. two D_ curved is like front to the back. And three D_ curved is also in depth.",Information
9757,ES2004d,00:12:07,Speaker D,"Losing one decimal place, that's okay.",Discussion
17293,ES2013b,00:32:19,Speaker A,"Mm. This oughta be fun. It probably won't go the first time, it'll probably be like a g mess.",Information
41051,TS3006d,00:14:42,Speaker A,Yep? Instead of an additional power button?,Discussion
38219,TS3005b,00:19:18,Speaker C,"Is it possible to find out, anyway? You know?",Information
351,EN2001a,00:50:45,Speaker D,I can't remember who's got it. Might be WordNet. But one of these big corpuses has a list of stop words that you can download and they're just basically lists of really uninteresting boring words that we could filter out before we do that.,Summary
7382,ES2002a,00:12:06,Speaker B,"No, actually. That would be useful, though, wouldn't it, if you knew like what your money would get you now.",Discussion
32017,IS1006a,00:05:31,Speaker D,"yes, we have plenty at home. In fact, my daughter likes l remote controls. To eat? Yeah, mainly, and to break.",Information
21360,IB4002,00:22:29,Speaker D,"Well, we have the the group and students here. Although you still have Susan and Maggie over here.",Discussion
29154,IS1002d,00:12:32,Speaker D,"Yeah 'cause if if we can make this unit upgradable then we're yeah but then we talk about changing the warranty concept and everything, but that's that was just an idea I had. to me the only additions",Information
35697,TS3003c,00:10:19,Speaker B,"Let's see. yeah. I was thinking about the special button for subtitles, just one button to keep it simple. one push on the button you get small subtitles.",Discussion
35214,IS1009d,00:23:14,Speaker A,"I'm sorry to interrupt then but I just recog I just remembered that there was no that that was not included that there was no room for any special features, okay? So to beware of that. You wanna go to this next slide, marketing expert?",Information
14932,ES2010b,00:18:43,Speaker A,"Okay, so we want for our target group would we say, I mean, young and old, all age ranges, all , not kids obviously, right?",Discussion
47392,TS3011b,00:14:24,Speaker C,Yes. Th that's a bit of that's a problem. Usually,Discussion
7818,ES2002c,00:36:00,Speaker A,Because that's becomes the most accessible thing in front of,Information
12209,ES2007b,00:21:17,Speaker C,"What about just from the the prospective of our manufacturing cost? I mean if if it's twelve fifty per unit. I mean, okay, there's",Discussion
42684,TS3007d,00:24:56,Speaker D,I don't know if twelve and a half is a fixed fixed price.,Information
22911,IB4011,00:08:57,Speaker D,"Sorry, it's control L_",Discussion
43767,TS3008c,00:28:07,Speaker A,"Yeah. No no no, not that comfy.",Discussion
41209,TS3006d,00:25:10,Speaker C,"Yeah but it be because we couldn't hardly draw on the b s on the lower half of the screen, we could not make it big enough to actually draw in the",Discussion
38002,TS3005a,00:09:25,Speaker D,"recognise as a giraffe. Yeah, the favourite charis characteristic is that the long neck, it can reach everything. And I hope I can also reach a lot with this project. So that's my favourite animal.",Information
2950,EN2002c,00:30:25,Speaker C,"Yeah, what if it's yeah. Do the P_D_F_s, switch it to Postscript, switch it back to P_D_F_, and then",Discussion
9604,ES2004c,00:31:30,Speaker C,Well you cou .,Discussion
4773,EN2006a,00:10:05,Speaker A,"Oh, you want to s split that one and, do you, into two? Yeah. Yeah. I'd agree with that, I think.",Decision
31527,IS1005a,00:09:03,Speaker C,"I dunno if I can. Okay. It may be like a cow or I dunno, whatever. I'm not good very good in drawing. Okay, so this is very It's a bird, I think. I dunno what is it.",Discussion
42246,TS3007c,00:24:18,Speaker B,"Well, I agree, just put it in the menu structure somewhere.",Decision
1125,EN2001d,00:08:08,Speaker B,'Cause an al like an alternative view would be that,Discussion
40816,TS3006c,00:40:31,Speaker B,Yeah and then h we sh mm.,Discussion
6073,EN2009b,00:07:29,Speaker A,"no, they're they're they're the same size as the as the original blobs basically. But so they yeah, I think the mouse is slightly bigger, but it's not, you know, it's not it's not hugely bigger. So",Summary
9493,ES2004c,00:14:14,Speaker B,the eternal battle for control of the controls.,Discussion
5659,EN2006b,00:21:44,Speaker B,"Oh right, yeah. Yeah.",Discussion
46360,TS3010a,00:04:35,Speaker B,Okay. Let's try this.,Information
40058,TS3006b,00:15:44,Speaker A,And the corporate identity should be clear in the design of the remote control.,Discussion
44589,TS3009a,00:05:45,Speaker D,"Alright, your favourite animal?",Discussion
32820,IS1006d,00:16:30,Speaker A,"It's n no, it's not fancy any more.",Discussion
18016,ES2014b,00:22:44,Speaker B,"That is true, yes.",Information
22052,IB4004,00:37:13,Speaker D,So that's the standard things.,Discussion
7362,ES2002a,00:09:31,Speaker A,"It does make sense from maybe the design point of view 'cause you have more complicated characters like European languages, then you need more buttons.",Discussion
13428,ES2008d,00:08:03,Speaker A,"Okay 'cause well, the designs are very bright, so you're right, they're gonna stick out, but",Information
43093,TS3008a,00:18:52,Speaker A,"Maybe a can opener underneath it? I don't know. Or someth something special, like M_P_ three player inside of it, or Oh, well then the production costs are gonna be too high probably.",Discussion
21837,IB4004,00:19:46,Speaker C,"We put it the the furniture that we got for our reading room, we put it into the other half of the three person room.",Discussion
10256,ES2005b,00:31:28,Speaker A,"Well, I think a consideration too is that these remotes get abused a lot, you know they get thrown around, there's a good chance the the T_F_T_ screen would break or get damaged. They're pretty fragile.",Discussion
32686,IS1006d,00:06:36,Speaker D,You mean we can change the colour of th,Discussion
16112,ES2011d,00:06:57,Speaker D,this whole project we've been working on actually meets the standards we were set at the start.,Information
13805,ES2008d,00:39:55,Speaker B,"Just if you like you'd have a remote for your remote, that'll.",Discussion
29077,IS1002d,00:03:24,Speaker B,"The programme button, yeah the programme button. So this bl this button will be used both for the favourites and for programming your the the type of television you wanna use. So the plastic is the white area of this of the model here, and the red area is like a rubber covering. So you can see that when it lays like this or like this and the buttons are all gonna be rubber, so it's pretty hard to actually damage it",Information
20815,IB4001,00:08:45,Speaker A,or Yeah. Or Yeah. Couple of professor and assistant or,Information
26393,IN1016,00:33:25,Speaker B,"that's that's that is one of the reason for example why which mark we point pretty much on slides as a mean of indexing. Because at that point there is no interaction between humans and capture. Because whenever you have microphones that you have to move, it's it's it becomes complete really",Action_Item
8117,ES2002d,00:21:05,Speaker C,"Yep, oh hundred pound pen. Sorry alright. No.",Discussion
8149,ES2002d,00:25:22,Speaker B,Oh yeah. Well I dunno do you th I think it means I think it means did you feel you were able to give creative input so,Discussion
20878,IB4001,00:14:40,Speaker B,A one person'll be too small anyways.,Discussion
25756,IN1013,00:35:23,Speaker B,Oh. Oh okay. I mean just before. Oh you..,Discussion
7527,ES2002b,00:19:13,Speaker A,"Is that too is that a lot of money to buy an extra remote or a replacement remote? Right. so maybe not the high end range, but maybe middle, middle up-ish. Kind of. You know how much? I dunno I guess you pay, what, ten ten quid for a remote? Like a simple replacement, right. I mean if you lost your remote and the first thing you just wanna go out and get, would you how much would you pay?",Discussion
37276,TS3004c,00:32:25,Speaker C,"Yeah, just a recharger.",Discussion
47343,TS3011b,00:07:06,Speaker C,"Okay. well, there are some changes in the design requirements, so there are some changes in the method also. basically all this device has to do is send messages to a T_V_ set. And the m most easy way to do this is by sending pulses of infrared light to a T_V_ set. Well, I th I tried to implement a picture here, but it's hardly readable.",Summary
25945,IN1014,00:06:35,Speaker B,"On these four inputs you can have only video. But they want to make also the slide acquisition. So on one input they put a conversion box, a converter, which converts from slide",Information
36277,TS3003d,00:42:41,Speaker A,Summary of the project.,Summary
43973,TS3008d,00:05:29,Speaker A,"No, listen listen. When you push the button, the remote control gives a signal. I in th in the first place it gives a signal which it would also send when you put a separate button on it. The one with dash, that signal gi and when y whe when you don't push another button on the remote control within five seconds, then the remote control gives a signal for channel one.",Information
22963,IB4011,00:13:15,Speaker D,"Yeah, Tuesday, it's quite surprising though, but , okay.",Information
23709,IN1002,00:14:31,Speaker D,But you're generating P_L_P_s from?,Discussion
18561,ES2014d,00:16:51,Speaker D,"'Kay. And I mean, how much does the product demonstrate technical innovation do you reckon?",Discussion
44177,TS3008d,00:20:12,Speaker D,"But I d I definitely don't think it's a five, but",Discussion
10342,ES2005c,00:04:05,Speaker B,"When we did f fashions , recent fashion our recent fashion update shows that",Discussion
8020,ES2002d,00:13:35,Speaker C,Maybe closer to three even or two and a half.,Discussion
41327,TS3006d,00:33:09,Speaker A,"Yeah I'm I'm somewhere, but maybe you can help me.",Discussion
36999,TS3004c,00:13:16,Speaker C,"Yeah, or maybe The channel buttons are often used. And you can't use them now with your thumb, because the thing is not, it's not easy to control.",Discussion
1299,EN2001d,00:29:28,Speaker E,No I think they were ten percent each.,Discussion
289,EN2001a,00:44:14,Speaker C,"Yes, I did. But I've only just got the notes. I have to still have to order everything by the time and",Discussion
42895,TS3007d,00:41:51,Speaker A,"You go there and you go there. So, okay. Well, maybe I can then do it one two three.",Discussion
1215,EN2001d,00:19:36,Speaker E,"Alright. Yeah, I should maybe just get started with 'em.",Discussion
26038,IN1014,00:25:59,Speaker A,"Really? Well, so it was not such a difficult process then.",Discussion
1775,EN2001e,00:38:08,Speaker A,"And then score, yeah, it this was just for showing it. Huh?",Discussion
11929,ES2007a,00:04:40,Speaker B,"okay, it's big, it's got a great memory.",Discussion
40944,TS3006d,00:07:31,Speaker D,"Well okay. For example if you have f f four buttons, channel up and down, volume left right Okay, I've I think we have to keep that. And then and the power button. So that's five.",Discussion
1589,EN2001e,00:10:19,Speaker E,Yeah another sh issue was that,Information
25006,IN1009,00:18:05,Speaker B,"No, I think does this work, email?",Discussion
8409,ES2003b,00:14:15,Speaker B,Are you finding it okay or?,Information
23968,IN1002,00:38:48,Speaker A,From posteriors to s forced alignment.,Discussion
9478,ES2004c,00:12:42,Speaker C,"Yeah they do, they yeah they've got dual things, but they're the batteries are smaller I think.",Discussion
21740,IB4004,00:08:41,Speaker B,"Because the professors , you have personal printer or there is only one printer?",Information
20929,IB4001,00:17:36,Speaker B,Yeah. actually that's a good idea. J just put it up.,Discussion
5850,EN2006b,00:36:13,Speaker B,But it's al is that also the name of the source?,Information
19125,ES2015b,00:27:49,Speaker B,Okay. Work on that.,Discussion
9093,ES2004a,00:07:45,Speaker D,"Hopefully that'll stay on, two-handed version. Okay,",Discussion
19714,ES2015d,00:16:38,Speaker B,Does this prototype match the operating behaviour of the average user.,Information
10391,ES2005c,00:12:11,Speaker A,"The L_C_D_ and the other stuff , I think.",Discussion
16230,ES2011d,00:20:12,Speaker C,Yeah. That could work.,Discussion
4398,EN2005a,00:46:10,Speaker B,"Yeah. B th But there there are people in the field that are moving that direction, like Martin. And also what's important here is the theoretical clarity about what an initiation and a response is. So what is it that ties different acts together at a higher level, you know.",Discussion
17839,ES2014a,00:07:29,Speaker B,I dunno maybe because there's so many cartoon characters made up after the bear like the jungle book characters and stuff like that. Great.,Discussion
23962,IN1002,00:38:20,Speaker C,P_L_P_ should be there. I re should have kept the P_L_P_ also somewhere tha,Discussion
6904,EN2009d,00:36:44,Speaker C,"Mm-hmm. I mean if if they are oscillating though, then that's presumably going to st change the weight. So you are actually going to see them flipping between when you decide they're looking there mm-hmm, if they're really close, yeah.",Decision
41330,TS3006d,00:33:16,Speaker A,I was here. So,Discussion
27176,IS1000c,00:26:32,Speaker B,"So I f I think we we should come to some decisions now a about this. so I understand when we want a display we need a expensive chip, but when we want a scrolling wheel w we also need the expensive chip, so can we use same chip, so with one expensive chip",Decision
